,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
1184,10/03,1,0,England - League Two,E4,Port Vale,Morecambe,1
1185,10/10,0,1,England - League Two,E4,Port Vale,Carlisle Utd,-1
1186,10/17,1,0,England - League Two,E4,Port Vale,Salford City,1
1187,10/20,3,1,England - League Two,E4,Port Vale,Cambridge Utd,2
1188,09/12,0,0,England - League Two,E4,Bradford,Colchester Utd,0
1189,09/19,2,2,England - League Two,E4,Bradford,Forest Green,0
1190,09/26,2,1,England - League Two,E4,Bradford,Stevenage,1
1191,10/12,0,1,England - League Two,E4,Bradford,Harrogate,-1
1192,10/17,1,3,England - League Two,E4,Bradford,Mansfield,-2
1193,10/20,1,1,England - League Two,E4,Bradford,Walsall,0
1194,09/19,2,2,England - League Two,E4,Leyton Orient,Mansfield,0
1195,10/03,0,2,England - League Two,E4,Leyton Orient,Cheltenham,-2
1196,10/10,1,1,England - League Two,E4,Leyton Orient,Barrow,0
1197,10/13,2,1,England - League Two,E4,Leyton Orient,Walsall,1
1198,10/17,2,3,England - League Two,E4,Leyton Orient,Grimsby,-1
1199,10/20,0,1,England - League Two,E4,Leyton Orient,Tranmere,-1
1200,09/12,1,0,England - League Two,E4,Grimsby,Walsall,1
1201,09/19,0,4,England - League Two,E4,Grimsby,Salford City,-4
1202,10/10,0,0,England - League Two,E4,Grimsby,Bolton,0
1203,10/13,1,3,England - League Two,E4,Grimsby,Cheltenham,-2
1204,10/17,2,3,England - League Two,E4,Grimsby,Leyton Orient,-1
1205,10/20,1,2,England - League Two,E4,Grimsby,Harrogate,-1
1206,09/19,0,3,England - League Two,E4,Tranmere,Cheltenham,-3
1207,09/26,0,0,England - League Two,E4,Tranmere,Cambridge Utd,0
1208,10/03,2,0,England - League Two,E4,Tranmere,Scunthorpe,2
1209,10/10,2,2,England - League Two,E4,Tranmere,Salford City,0
1210,10/17,1,0,England - League Two,E4,Tranmere,Newport,1
1211,10/20,0,1,England - League Two,E4,Tranmere,Leyton Orient,-1
1212,09/19,3,0,England - League Two,E4,Stevenage,Oldham,3
1213,09/26,2,1,England - League Two,E4,Stevenage,Bradford,1
1214,10/03,0,1,England - League Two,E4,Stevenage,Salford City,-1
1215,10/10,0,0,England - League Two,E4,Stevenage,Mansfield,0
1216,10/17,1,0,England - League Two,E4,Stevenage,Forest Green,1
1217,10/20,0,1,England - League Two,E4,Stevenage,Newport,-1
1218,09/19,3,0,England - League Two,E4,Oldham,Stevenage,3
1219,09/26,2,3,England - League Two,E4,Oldham,Crawley Town,-1
1220,10/03,3,3,England - League Two,E4,Oldham,Colchester Utd,0
1221,10/10,2,3,England - League Two,E4,Oldham,Morecambe,-1
1222,10/17,1,2,England - League Two,E4,Oldham,Bolton,-1
1223,10/20,1,1,England - League Two,E4,Oldham,Carlisle Utd,0
1224,09/19,2,0,England - League Two,E4,Bolton,Colchester Utd,2
1225,09/26,0,2,England - League Two,E4,Bolton,Newport,-2
1226,10/03,1,2,England - League Two,E4,Bolton,Harrogate,-1
1227,10/10,0,0,England - League Two,E4,Bolton,Grimsby,0
1228,10/17,1,2,England - League Two,E4,Bolton,Oldham,-1
1229,10/20,3,3,England - League Two,E4,Bolton,Barrow,0
1230,09/19,2,1,England - League Two,E4,Barrow,Newport,1
1231,09/26,1,1,England - League Two,E4,Barrow,Colchester Utd,0
1232,10/03,1,0,England - League Two,E4,Barrow,Carlisle Utd,1
1233,10/10,1,1,England - League Two,E4,Barrow,Leyton Orient,0
1234,10/17,1,0,England - League Two,E4,Barrow,Harrogate,1
1235,10/20,3,3,England - League Two,E4,Barrow,Bolton,0
1236,09/19,2,2,England - League Two,E4,Mansfield,Leyton Orient,0
1237,09/26,1,2,England - League Two,E4,Mansfield,Exeter City,-1
1238,10/03,2,1,England - League Two,E4,Mansfield,Newport,1
1239,10/10,0,0,England - League Two,E4,Mansfield,Stevenage,0
1240,10/17,1,3,England - League Two,E4,Mansfield,Bradford,-2
1241,10/20,1,1,England - League Two,E4,Mansfield,Morecambe,0
1242,09/19,1,0,England - League Two,E4,Scunthorpe,Crawley Town,1
1243,09/26,1,0,England - League Two,E4,Scunthorpe,Carlisle Utd,1
1244,10/03,2,0,England - League Two,E4,Scunthorpe,Tranmere,2
1245,10/10,1,4,England - League Two,E4,Scunthorpe,Forest Green,-3
1246,10/17,0,5,England - League Two,E4,Scunthorpe,Cambridge Utd,-5
1247,10/20,1,0,England - League Two,E4,Scunthorpe,Cheltenham,1
1248,09/19,2,0,England - League Two,E4,Southend Utd,Carlisle Utd,2
1249,09/26,1,2,England - League Two,E4,Southend Utd,Morecambe,-1
1250,10/03,1,1,England - League Two,E4,Southend Utd,Crawley Town,0
1251,10/10,2,2,England - League Two,E4,Southend Utd,Exeter City,0
1252,10/17,0,2,England - League Two,E4,Southend Utd,Cheltenham,-2
1253,10/20,3,0,England - League Two,E4,Southend Utd,Salford City,3
1254,10/03,1,0,England - National league,E5,Stockport,Torquay Utd,1
1255,10/06,2,1,England - National league,E5,Stockport,Halifax Town,1
1256,10/10,3,0,England - National league,E5,Stockport,Dover Athletic,3
1257,10/13,2,5,England - National league,E5,Stockport,Wealdstone,-3
1258,10/17,1,2,England - National league,E5,Stockport,Chesterfield,-1
1259,10/03,1,0,England - National league,E5,Torquay Utd,Stockport,1
1260,10/06,2,1,England - National league,E5,Torquay Utd,Eastleigh,1
1261,10/10,1,2,England - National league,E5,Torquay Utd,Bromley,-1
1262,10/13,2,1,England - National league,E5,Torquay Utd,Chesterfield,1
1263,10/17,2,0,England - National league,E5,Torquay Utd,Dover Athletic,2
1264,10/03,2,1,England - National league,E5,Hartlepool,Aldershot Town,1
1265,10/06,1,2,England - National league,E5,Hartlepool,Chesterfield,-1
1266,10/10,0,4,England - National league,E5,Hartlepool,Maidenhead Utd,-4
1267,10/13,0,0,England - National league,E5,Hartlepool,Bromley,0
1268,10/03,2,1,England - National league,E5,Woking,Solihull Moors,1
1269,10/06,0,1,England - National league,E5,Woking,Weymouth,-1
1270,10/10,4,0,England - National league,E5,Woking,Chesterfield,4
1271,10/13,2,0,England - National league,E5,Woking,Dagenham & R.,2
1272,10/17,0,0,England - National league,E5,Woking,Halifax Town,0
1273,10/03,2,1,England - National league,E5,Solihull Moors,Woking,1
1274,10/06,1,0,England - National league,E5,Solihull Moors,Wrexham,1
1275,10/10,5,0,England - National league,E5,Solihull Moors,King`s Lynn,5
1276,10/17,1,0,England - National league,E5,Solihull Moors,Boreham Wood,1
1277,10/03,3,0,England - National league,E5,Sutton Utd,Maidenhead Utd,3
1278,10/06,1,2,England - National league,E5,Sutton Utd,Aldershot Town,-1
1279,10/10,0,1,England - National league,E5,Sutton Utd,Weymouth,-1
1280,10/13,0,1,England - National league,E5,Sutton Utd,Notts County,-1
1281,10/03,1,0,England - National league,E5,Notts County,Dover Athletic,1
1282,10/07,3,1,England - National league,E5,Notts County,Altrincham,2
1283,10/10,4,2,England - National league,E5,Notts County,Barnet,2
1284,10/13,0,1,England - National league,E5,Notts County,Sutton Utd,-1
1285,10/17,2,3,England - National league,E5,Notts County,Maidenhead Utd,-1
1286,10/03,1,5,England - National league,E5,Eastleigh,Barnet,-4
1287,10/06,2,1,England - National league,E5,Eastleigh,Torquay Utd,1
1288,10/10,1,1,England - National league,E5,Eastleigh,Altrincham,0
1289,10/17,2,2,England - National league,E5,Eastleigh,Aldershot Town,0
1290,10/06,2,2,England - National league,E5,Wealdstone,Yeovil Town,0
1291,10/10,1,0,England - National league,E5,Wealdstone,Dagenham & R.,1
1292,10/13,2,5,England - National league,E5,Wealdstone,Stockport,-3
1293,10/17,4,3,England - National league,E5,Wealdstone,Wrexham,1
1294,10/20,3,2,England - National league,E5,Wealdstone,Chesterfield,1
1295,10/03,2,0,England - National league,E5,Halifax Town,Dagenham & R.,2
1296,10/06,2,1,England - National league,E5,Halifax Town,Stockport,1
1297,10/10,0,0,England - National league,E5,Halifax Town,Boreham Wood,0
1298,10/13,1,1,England - National league,E5,Halifax Town,Yeovil Town,0
1299,10/17,0,0,England - National league,E5,Halifax Town,Woking,0
1300,10/03,2,1,England - National league,E5,Wrexham,Boreham Wood,1
1301,10/06,1,0,England - National league,E5,Wrexham,Solihull Moors,1
1302,10/10,0,1,England - National league,E5,Wrexham,Yeovil Town,-1
1303,10/12,0,1,England - National league,E5,Wrexham,Maidenhead Utd,-1
1304,10/17,4,3,England - National league,E5,Wrexham,Wealdstone,1
1305,10/03,1,5,England - National league,E5,Barnet,Eastleigh,-4
1306,10/06,1,2,England - National league,E5,Barnet,Dagenham & R.,-1
1307,10/10,4,2,England - National league,E5,Barnet,Notts County,2
1308,10/13,1,0,England - National league,E5,Barnet,Weymouth,1
1309,10/03,3,0,England - National league,E5,Maidenhead Utd,Sutton Utd,3
1310,10/06,2,3,England - National league,E5,Maidenhead Utd,King`s Lynn,-1
1311,10/10,0,4,England - National league,E5,Maidenhead Utd,Hartlepool,-4
1312,10/12,0,1,England - National league,E5,Maidenhead Utd,Wrexham,-1
1313,10/17,2,3,England - National league,E5,Maidenhead Utd,Notts County,-1
1314,10/03,2,1,England - National league,E5,Aldershot Town,Hartlepool,1
1315,10/06,1,2,England - National league,E5,Aldershot Town,Sutton Utd,-1
1316,10/13,0,5,England - National league,E5,Aldershot Town,Dover Athletic,-5
1317,10/17,2,2,England - National league,E5,Aldershot Town,Eastleigh,0
1318,10/06,4,1,England - National league,E5,Bromley,Dover Athletic,3
1319,10/10,1,2,England - National league,E5,Bromley,Torquay Utd,-1
1320,10/13,0,0,England - National league,E5,Bromley,Hartlepool,0
1321,10/03,2,1,England - National league,E5,Boreham Wood,Wrexham,1
1322,10/10,0,0,England - National league,E5,Boreham Wood,Halifax Town,0
1323,10/13,0,3,England - National league,E5,Boreham Wood,King`s Lynn,-3
1324,10/17,1,0,England - National league,E5,Boreham Wood,Solihull Moors,1
1325,10/03,2,2,England - National league,E5,Yeovil Town,King`s Lynn,0
1326,10/06,2,2,England - National league,E5,Yeovil Town,Wealdstone,0
1327,10/10,0,1,England - National league,E5,Yeovil Town,Wrexham,-1
1328,10/13,1,1,England - National league,E5,Yeovil Town,Halifax Town,0
1329,10/17,0,0,England - National league,E5,Yeovil Town,Dagenham & R.,0
1330,10/03,0,0,England - National league,E5,Weymouth,Altrincham,0
1331,10/06,0,1,England - National league,E5,Weymouth,Woking,-1
1332,10/10,0,1,England - National league,E5,Weymouth,Sutton Utd,-1
1333,10/13,1,0,England - National league,E5,Weymouth,Barnet,1
1334,10/17,2,1,England - National league,E5,Weymouth,King`s Lynn,1
1335,10/03,2,0,England - National league,E5,Dagenham & R.,Halifax Town,2
1336,10/06,1,2,England - National league,E5,Dagenham & R.,Barnet,-1
1337,10/10,1,0,England - National league,E5,Dagenham & R.,Wealdstone,1
1338,10/13,2,0,England - National league,E5,Dagenham & R.,Woking,2
1339,10/17,0,0,England - National league,E5,Dagenham & R.,Yeovil Town,0
1340,10/03,2,2,England - National league,E5,King`s Lynn,Yeovil Town,0
1341,10/06,2,3,England - National league,E5,King`s Lynn,Maidenhead Utd,-1
1342,10/10,5,0,England - National league,E5,King`s Lynn,Solihull Moors,5
1343,10/13,0,3,England - National league,E5,King`s Lynn,Boreham Wood,-3
1344,10/17,2,1,England - National league,E5,King`s Lynn,Weymouth,1
1345,10/06,1,2,England - National league,E5,Chesterfield,Hartlepool,-1
1346,10/10,4,0,England - National league,E5,Chesterfield,Woking,4
1347,10/13,2,1,England - National league,E5,Chesterfield,Torquay Utd,1
1348,10/17,1,2,England - National league,E5,Chesterfield,Stockport,-1
1349,10/20,3,2,England - National league,E5,Chesterfield,Wealdstone,1
1350,10/03,1,0,England - National league,E5,Dover Athletic,Notts County,1
1351,10/06,4,1,England - National league,E5,Dover Athletic,Bromley,3
1352,10/10,3,0,England - National league,E5,Dover Athletic,Stockport,3
1353,10/13,0,5,England - National league,E5,Dover Athletic,Aldershot Town,-5
1354,10/17,2,0,England - National league,E5,Dover Athletic,Torquay Utd,2
1355,10/03,0,0,England - National league,E5,Altrincham,Weymouth,0
1356,10/07,3,1,England - National league,E5,Altrincham,Notts County,2
1357,10/10,1,1,England - National league,E5,Altrincham,Eastleigh,0
1358,09/13,1,1,Spain - La Liga,ES,Real Sociedad,Valladolid,0
1359,09/20,0,0,Spain - La Liga,ES,Real Sociedad,Real Madrid,0
1360,09/26,0,3,Spain - La Liga,ES,Real Sociedad,Elche,-3
1361,09/29,0,1,Spain - La Liga,ES,Real Sociedad,Valencia,-1
1362,10/03,3,0,Spain - La Liga,ES,Real Sociedad,Getafe,3
1363,10/18,0,3,Spain - La Liga,ES,Real Sociedad,Real Betis,-3
1364,09/13,1,1,Spain - La Liga,ES,Villarreal,Huesca,0
1365,09/19,2,1,Spain - La Liga,ES,Villarreal,Eibar,1
1366,09/27,4,0,Spain - La Liga,ES,Villarreal,Barcelona,4
1367,09/30,3,1,Spain - La Liga,ES,Villarreal,Alaves,2
1368,10/03,0,0,Spain - La Liga,ES,Villarreal,Atletico Madrid,0
1369,10/18,2,1,Spain - La Liga,ES,Villarreal,Valencia,1
1370,09/20,0,0,Spain - La Liga,ES,Real Madrid,Real Sociedad,0
1371,09/26,2,3,Spain - La Liga,ES,Real Madrid,Real Betis,-1
1372,09/30,1,0,Spain - La Liga,ES,Real Madrid,Valladolid,1
1373,10/04,0,2,Spain - La Liga,ES,Real Madrid,Levante,-2
1374,10/17,0,1,Spain - La Liga,ES,Real Madrid,Cadiz,-1
1375,09/19,1,0,Spain - La Liga,ES,Getafe,Osasuna,1
1376,09/26,0,0,Spain - La Liga,ES,Getafe,Alaves,0
1377,09/29,3,0,Spain - La Liga,ES,Getafe,Real Betis,3
1378,10/03,3,0,Spain - La Liga,ES,Getafe,Real Sociedad,3
1379,10/17,1,0,Spain - La Liga,ES,Getafe,Barcelona,1
1380,09/12,0,2,Spain - La Liga,ES,Cadiz,Osasuna,-2
1381,09/20,0,2,Spain - La Liga,ES,Cadiz,Huesca,-2
1382,09/27,1,3,Spain - La Liga,ES,Cadiz,FC Sevilla,-2
1383,10/01,0,1,Spain - La Liga,ES,Cadiz,Athletic Bilbao,-1
1384,10/04,1,1,Spain - La Liga,ES,Cadiz,Granada,0
1385,10/17,0,1,Spain - La Liga,ES,Cadiz,Real Madrid,-1
1386,09/12,2,0,Spain - La Liga,ES,Granada,Athletic Bilbao,2
1387,09/20,2,1,Spain - La Liga,ES,Granada,Alaves,1
1388,09/27,6,1,Spain - La Liga,ES,Granada,Atletico Madrid,5
1389,10/04,1,1,Spain - La Liga,ES,Granada,Cadiz,0
1390,10/17,1,0,Spain - La Liga,ES,Granada,FC Sevilla,1
1391,09/13,0,1,Spain - La Liga,ES,Real Betis,Alaves,-1
1392,09/20,2,0,Spain - La Liga,ES,Real Betis,Valladolid,2
1393,09/26,2,3,Spain - La Liga,ES,Real Betis,Real Madrid,-1
1394,09/29,3,0,Spain - La Liga,ES,Real Betis,Getafe,3
1395,10/03,0,2,Spain - La Liga,ES,Real Betis,Valencia,-2
1396,10/18,0,3,Spain - La Liga,ES,Real Betis,Real Sociedad,-3
1397,09/27,6,1,Spain - La Liga,ES,Atletico Madrid,Granada,5
1398,09/30,0,0,Spain - La Liga,ES,Atletico Madrid,Huesca,0
1399,10/03,0,0,Spain - La Liga,ES,Atletico Madrid,Villarreal,0
1400,10/17,0,2,Spain - La Liga,ES,Atletico Madrid,Celta Vigo,-2
1401,09/27,4,0,Spain - La Liga,ES,Barcelona,Villarreal,4
1402,10/01,0,3,Spain - La Liga,ES,Barcelona,Celta Vigo,-3
1403,10/04,1,1,Spain - La Liga,ES,Barcelona,FC Sevilla,0
1404,10/17,1,0,Spain - La Liga,ES,Barcelona,Getafe,1
1405,09/27,1,3,Spain - La Liga,ES,FC Sevilla,Cadiz,-2
1406,10/01,1,0,Spain - La Liga,ES,FC Sevilla,Levante,1
1407,10/04,1,1,Spain - La Liga,ES,FC Sevilla,Barcelona,0
1408,10/17,1,0,Spain - La Liga,ES,FC Sevilla,Granada,1
1409,09/12,0,2,Spain - La Liga,ES,Osasuna,Cadiz,-2
1410,09/19,1,0,Spain - La Liga,ES,Osasuna,Getafe,1
1411,09/27,1,3,Spain - La Liga,ES,Osasuna,Levante,-2
1412,10/04,2,0,Spain - La Liga,ES,Osasuna,Celta Vigo,2
1413,10/18,0,0,Spain - La Liga,ES,Osasuna,Eibar,0
1414,09/26,0,3,Spain - La Liga,ES,Elche,Real Sociedad,-3
1415,09/30,0,1,Spain - La Liga,ES,Elche,Eibar,-1
1416,10/03,0,0,Spain - La Liga,ES,Elche,Huesca,0
1417,10/18,0,2,Spain - La Liga,ES,Elche,Alaves,-2
1418,09/13,4,2,Spain - La Liga,ES,Valencia,Levante,2
1419,09/19,2,1,Spain - La Liga,ES,Valencia,Celta Vigo,1
1420,09/26,1,1,Spain - La Liga,ES,Valencia,Huesca,0
1421,09/29,0,1,Spain - La Liga,ES,Valencia,Real Sociedad,-1
1422,10/03,0,2,Spain - La Liga,ES,Valencia,Real Betis,-2
1423,10/18,2,1,Spain - La Liga,ES,Valencia,Villarreal,1
1424,09/12,2,0,Spain - La Liga,ES,Athletic Bilbao,Granada,2
1425,09/27,1,2,Spain - La Liga,ES,Athletic Bilbao,Eibar,-1
1426,10/01,0,1,Spain - La Liga,ES,Athletic Bilbao,Cadiz,-1
1427,10/04,1,0,Spain - La Liga,ES,Athletic Bilbao,Alaves,1
1428,10/18,2,0,Spain - La Liga,ES,Athletic Bilbao,Levante,2
1429,09/12,0,0,Spain - La Liga,ES,Eibar,Celta Vigo,0
1430,09/19,2,1,Spain - La Liga,ES,Eibar,Villarreal,1
1431,09/27,1,2,Spain - La Liga,ES,Eibar,Athletic Bilbao,-1
1432,09/30,0,1,Spain - La Liga,ES,Eibar,Elche,-1
1433,10/03,1,2,Spain - La Liga,ES,Eibar,Valladolid,-1
1434,10/18,0,0,Spain - La Liga,ES,Eibar,Osasuna,0
1435,09/13,1,1,Spain - La Liga,ES,Huesca,Villarreal,0
1436,09/20,0,2,Spain - La Liga,ES,Huesca,Cadiz,-2
1437,09/26,1,1,Spain - La Liga,ES,Huesca,Valencia,0
1438,09/30,0,0,Spain - La Liga,ES,Huesca,Atletico Madrid,0
1439,10/03,0,0,Spain - La Liga,ES,Huesca,Elche,0
1440,10/18,2,2,Spain - La Liga,ES,Huesca,Valladolid,0
1441,09/12,0,0,Spain - La Liga,ES,Celta Vigo,Eibar,0
1442,09/19,2,1,Spain - La Liga,ES,Celta Vigo,Valencia,1
1443,09/27,1,1,Spain - La Liga,ES,Celta Vigo,Valladolid,0
1444,10/01,0,3,Spain - La Liga,ES,Celta Vigo,Barcelona,-3
1445,10/04,2,0,Spain - La Liga,ES,Celta Vigo,Osasuna,2
1446,10/17,0,2,Spain - La Liga,ES,Celta Vigo,Atletico Madrid,-2
1447,09/13,0,1,Spain - La Liga,ES,Alaves,Real Betis,-1
1448,09/20,2,1,Spain - La Liga,ES,Alaves,Granada,1
1449,09/26,0,0,Spain - La Liga,ES,Alaves,Getafe,0
1450,09/30,3,1,Spain - La Liga,ES,Alaves,Villarreal,2
1451,10/04,1,0,Spain - La Liga,ES,Alaves,Athletic Bilbao,1
1452,10/18,0,2,Spain - La Liga,ES,Alaves,Elche,-2
1453,09/13,1,1,Spain - La Liga,ES,Valladolid,Real Sociedad,0
1454,09/20,2,0,Spain - La Liga,ES,Valladolid,Real Betis,2
1455,09/27,1,1,Spain - La Liga,ES,Valladolid,Celta Vigo,0
1456,09/30,1,0,Spain - La Liga,ES,Valladolid,Real Madrid,1
1457,10/03,1,2,Spain - La Liga,ES,Valladolid,Eibar,-1
1458,10/18,2,2,Spain - La Liga,ES,Valladolid,Huesca,0
1459,09/13,4,2,Spain - La Liga,ES,Levante,Valencia,2
1460,09/27,1,3,Spain - La Liga,ES,Levante,Osasuna,-2
1461,10/01,1,0,Spain - La Liga,ES,Levante,FC Sevilla,1
1462,10/04,0,2,Spain - La Liga,ES,Levante,Real Madrid,-2
1463,10/18,2,0,Spain - La Liga,ES,Levante,Athletic Bilbao,2
1464,09/20,0,0,Spain - La Liga 2,E2,Espanyol,Mallorca,0
1465,09/27,0,2,Spain - La Liga 2,E2,Espanyol,Real Oviedo,-2
1466,10/04,0,1,Spain - La Liga 2,E2,Espanyol,Sabadell,-1
1467,10/10,1,0,Spain - La Liga 2,E2,Espanyol,Alcorcon,1
1468,10/18,1,0,Spain - La Liga 2,E2,Espanyol,Rayo Vallecano,1
1469,10/21,2,0,Spain - La Liga 2,E2,Espanyol,Mirandes,2
1470,09/20,3,3,Spain - La Liga 2,E2,Fuenlabrada,Las Palmas,0
1471,09/26,1,0,Spain - La Liga 2,E2,Fuenlabrada,Albacete,1
1472,10/04,0,1,Spain - La Liga 2,E2,Fuenlabrada,Girona,-1
1473,10/11,1,1,Spain - La Liga 2,E2,Fuenlabrada,Castellon,0
1474,10/17,1,1,Spain - La Liga 2,E2,Fuenlabrada,Cartagena,0
1475,10/21,0,0,Spain - La Liga 2,E2,Fuenlabrada,Logrones,0
1476,09/19,2,1,Spain - La Liga 2,E2,Rayo Vallecano,Sabadell,1
1477,09/27,3,0,Spain - La Liga 2,E2,Rayo Vallecano,Ponferradina,3
1478,10/03,4,0,Spain - La Liga 2,E2,Rayo Vallecano,Malaga,4
1479,10/10,1,0,Spain - La Liga 2,E2,Rayo Vallecano,Tenerife,1
1480,10/18,1,0,Spain - La Liga 2,E2,Rayo Vallecano,Espanyol,1
1481,10/22,0,0,Spain - La Liga 2,E2,Rayo Vallecano,Real Oviedo,0
1482,09/20,0,1,Spain - La Liga 2,E2,Sporting Gijon,Cartagena,-1
1483,09/26,2,0,Spain - La Liga 2,E2,Sporting Gijon,Girona,2
1484,10/04,0,1,Spain - La Liga 2,E2,Sporting Gijon,Almeria,-1
1485,10/11,1,0,Spain - La Liga 2,E2,Sporting Gijon,Real Oviedo,1
1486,10/18,1,1,Spain - La Liga 2,E2,Sporting Gijon,Tenerife,0
1487,10/22,1,0,Spain - La Liga 2,E2,Sporting Gijon,Malaga,1
1488,09/19,0,1,Spain - La Liga 2,E2,Malaga,Castellon,-1
1489,09/26,1,0,Spain - La Liga 2,E2,Malaga,Alcorcon,1
1490,10/03,4,0,Spain - La Liga 2,E2,Malaga,Rayo Vallecano,4
1491,10/11,0,0,Spain - La Liga 2,E2,Malaga,Las Palmas,0
1492,10/18,1,2,Spain - La Liga 2,E2,Malaga,Real Zaragoza,-1
1493,10/22,1,0,Spain - La Liga 2,E2,Malaga,Sporting Gijon,1
1494,09/12,1,2,Spain - La Liga 2,E2,Ponferradina,Castellon,-1
1495,09/20,0,2,Spain - La Liga 2,E2,Ponferradina,Albacete,-2
1496,09/27,3,0,Spain - La Liga 2,E2,Ponferradina,Rayo Vallecano,3
1497,10/03,0,1,Spain - La Liga 2,E2,Ponferradina,Mirandes,-1
1498,10/11,0,2,Spain - La Liga 2,E2,Ponferradina,Cartagena,-2
1499,10/21,1,0,Spain - La Liga 2,E2,Ponferradina,Tenerife,1
1500,09/20,3,3,Spain - La Liga 2,E2,Las Palmas,Fuenlabrada,0
1501,09/26,2,2,Spain - La Liga 2,E2,Las Palmas,Real Zaragoza,0
1502,10/03,2,1,Spain - La Liga 2,E2,Las Palmas,Logrones,1
1503,10/11,0,0,Spain - La Liga 2,E2,Las Palmas,Malaga,0
1504,10/17,2,0,Spain - La Liga 2,E2,Las Palmas,Almeria,2
1505,10/21,2,1,Spain - La Liga 2,E2,Las Palmas,Castellon,1
1506,09/20,0,0,Spain - La Liga 2,E2,Mallorca,Espanyol,0
1507,09/27,1,0,Spain - La Liga 2,E2,Mallorca,Sabadell,1
1508,10/03,2,0,Spain - La Liga 2,E2,Mallorca,Tenerife,2
1509,10/11,0,1,Spain - La Liga 2,E2,Mallorca,Lugo,-1
1510,10/18,0,0,Spain - La Liga 2,E2,Mallorca,Mirandes,0
1511,10/22,0,0,Spain - La Liga 2,E2,Mallorca,Albacete,0
1512,09/20,2,1,Spain - La Liga 2,E2,Leganes,Lugo,1
1513,09/27,3,1,Spain - La Liga 2,E2,Leganes,Cartagena,2
1514,10/04,2,0,Spain - La Liga 2,E2,Leganes,Castellon,2
1515,10/11,0,1,Spain - La Liga 2,E2,Leganes,Girona,-1
1516,10/17,0,1,Spain - La Liga 2,E2,Leganes,Logrones,-1
1517,10/22,1,0,Spain - La Liga 2,E2,Leganes,Real Zaragoza,1
1518,09/20,0,1,Spain - La Liga 2,E2,Cartagena,Sporting Gijon,-1
1519,09/27,3,1,Spain - La Liga 2,E2,Cartagena,Leganes,2
1520,10/04,2,1,Spain - La Liga 2,E2,Cartagena,Lugo,1
1521,10/11,0,2,Spain - La Liga 2,E2,Cartagena,Ponferradina,-2
1522,10/17,1,1,Spain - La Liga 2,E2,Cartagena,Fuenlabrada,0
1523,10/21,1,1,Spain - La Liga 2,E2,Cartagena,Almeria,0
1524,09/19,1,1,Spain - La Liga 2,E2,Mirandes,Real Oviedo,0
1525,09/27,1,2,Spain - La Liga 2,E2,Mirandes,Tenerife,-1
1526,10/03,0,1,Spain - La Liga 2,E2,Mirandes,Ponferradina,-1
1527,10/10,0,2,Spain - La Liga 2,E2,Mirandes,Sabadell,-2
1528,10/18,0,0,Spain - La Liga 2,E2,Mirandes,Mallorca,0
1529,10/21,2,0,Spain - La Liga 2,E2,Mirandes,Espanyol,2
1530,09/20,2,1,Spain - La Liga 2,E2,Lugo,Leganes,1
1531,09/27,0,2,Spain - La Liga 2,E2,Lugo,Almeria,-2
1532,10/04,2,1,Spain - La Liga 2,E2,Lugo,Cartagena,1
1533,10/11,0,1,Spain - La Liga 2,E2,Lugo,Mallorca,-1
1534,10/17,0,1,Spain - La Liga 2,E2,Lugo,Castellon,-1
1535,10/21,3,0,Spain - La Liga 2,E2,Lugo,Girona,3
1536,09/19,0,1,Spain - La Liga 2,E2,Castellon,Malaga,-1
1537,09/26,1,1,Spain - La Liga 2,E2,Castellon,Logrones,0
1538,10/04,2,0,Spain - La Liga 2,E2,Castellon,Leganes,2
1539,10/11,1,1,Spain - La Liga 2,E2,Castellon,Fuenlabrada,0
1540,10/17,0,1,Spain - La Liga 2,E2,Castellon,Lugo,-1
1541,10/21,2,1,Spain - La Liga 2,E2,Castellon,Las Palmas,1
1542,09/19,1,1,Spain - La Liga 2,E2,Real Oviedo,Mirandes,0
1543,09/27,0,2,Spain - La Liga 2,E2,Real Oviedo,Espanyol,-2
1544,10/03,1,1,Spain - La Liga 2,E2,Real Oviedo,Albacete,0
1545,10/11,1,0,Spain - La Liga 2,E2,Real Oviedo,Sporting Gijon,1
1546,10/18,1,0,Spain - La Liga 2,E2,Real Oviedo,Girona,1
1547,10/22,0,0,Spain - La Liga 2,E2,Real Oviedo,Rayo Vallecano,0
1548,09/19,2,0,Spain - La Liga 2,E2,Tenerife,Alcorcon,2
1549,09/27,1,2,Spain - La Liga 2,E2,Tenerife,Mirandes,-1
1550,10/03,2,0,Spain - La Liga 2,E2,Tenerife,Mallorca,2
1551,10/10,1,0,Spain - La Liga 2,E2,Tenerife,Rayo Vallecano,1
1552,10/18,1,1,Spain - La Liga 2,E2,Tenerife,Sporting Gijon,0
1553,10/21,1,0,Spain - La Liga 2,E2,Tenerife,Ponferradina,1
1554,09/26,2,0,Spain - La Liga 2,E2,Girona,Sporting Gijon,2
1555,10/04,0,1,Spain - La Liga 2,E2,Girona,Fuenlabrada,-1
1556,10/11,0,1,Spain - La Liga 2,E2,Girona,Leganes,-1
1557,10/18,1,0,Spain - La Liga 2,E2,Girona,Real Oviedo,1
1558,10/21,3,0,Spain - La Liga 2,E2,Girona,Lugo,3
1559,09/13,0,0,Spain - La Liga 2,E2,Alcorcon,Mirandes,0
