,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
2554,09/11,2,2,Poland,PL,Podbeskidzie,Jagiellonia,0
2555,09/18,1,4,Poland,PL,Podbeskidzie,Rakow C.,-3
2556,09/26,4,0,Poland,PL,Podbeskidzie,Lechia Gdansk,4
2557,10/03,1,0,Poland,PL,Podbeskidzie,Stal Mielec,1
2558,10/19,1,2,Poland,PL,Podbeskidzie,Warta Poznan,-1
2559,10/24,3,0,Poland,PL,Podbeskidzie,Wisla Krakow,3
2560,09/12,0,0,Poland,PL,Piast Gliwice,Warta Poznan,0
2561,09/21,0,1,Poland,PL,Piast Gliwice,Jagiellonia,-1
2562,09/28,3,2,Poland,PL,Piast Gliwice,Stal Mielec,1
2563,10/04,1,4,Poland,PL,Piast Gliwice,Lech Poznan,-3
2564,10/17,1,0,Poland,PL,Piast Gliwice,Cracovia Krakow,1
2565,10/23,2,2,Poland,PL,Piast Gliwice,Wisla Plock,0
2566,09/18,1,5,Portugal,PT,Benfica,Famalicao,-4
2567,09/26,2,0,Portugal,PT,Benfica,Moreirense,2
2568,10/04,3,2,Portugal,PT,Benfica,SC Farense,1
2569,10/18,0,3,Portugal,PT,Benfica,Rio Ave,-3
2570,09/19,3,1,Portugal,PT,FC Porto,Sporting Braga,2
2571,09/26,0,5,Portugal,PT,FC Porto,Boavista,-5
2572,10/03,2,3,Portugal,PT,FC Porto,Maritimo,-1
2573,10/17,2,2,Portugal,PT,FC Porto,Sporting CP,0
2574,10/24,1,0,Portugal,PT,FC Porto,Gil Vicente,1
2575,09/27,0,2,Portugal,PT,Sporting CP,Pacos Ferreira,-2
2576,10/04,0,2,Portugal,PT,Sporting CP,Portimonense,-2
2577,10/17,2,2,Portugal,PT,Sporting CP,FC Porto,0
2578,10/24,1,2,Portugal,PT,Sporting CP,Santa Clara,-1
2579,09/20,2,0,Portugal,PT,Moreirense,SC Farense,2
2580,09/26,2,0,Portugal,PT,Moreirense,Benfica,2
2581,10/02,1,1,Portugal,PT,Moreirense,Boavista,0
2582,10/18,0,0,Portugal,PT,Moreirense,Belenenses,0
2583,10/25,2,1,Portugal,PT,Moreirense,Maritimo,1
2584,09/20,2,0,Portugal,PT,Santa Clara,Maritimo,2
2585,09/25,0,1,Portugal,PT,Santa Clara,Sporting Braga,-1
2586,10/03,0,0,Portugal,PT,Santa Clara,Gil Vicente,0
2587,10/18,2,1,Portugal,PT,Santa Clara,Pacos Ferreira,1
2588,10/24,1,2,Portugal,PT,Santa Clara,Sporting CP,-1
2589,09/18,0,1,Portugal,PT,Guimaraes,Belenenses,-1
2590,09/27,0,0,Portugal,PT,Guimaraes,Rio Ave,0
2591,10/02,1,0,Portugal,PT,Guimaraes,Pacos Ferreira,1
2592,10/19,0,1,Portugal,PT,Guimaraes,Boavista,-1
2593,09/19,3,1,Portugal,PT,Sporting Braga,FC Porto,2
2594,09/25,0,1,Portugal,PT,Sporting Braga,Santa Clara,-1
2595,10/03,0,4,Portugal,PT,Sporting Braga,Tondela,-4
2596,10/17,2,1,Portugal,PT,Sporting Braga,Nacional,1
2597,09/19,3,3,Portugal,PT,Nacional,Boavista,0
2598,09/27,0,1,Portugal,PT,Nacional,SC Farense,-1
2599,10/04,0,0,Portugal,PT,Nacional,Belenenses,0
2600,10/17,2,1,Portugal,PT,Nacional,Sporting Braga,1
2601,10/24,1,1,Portugal,PT,Nacional,Pacos Ferreira,0
2602,09/20,2,0,Portugal,PT,Maritimo,Santa Clara,2
2603,09/26,2,1,Portugal,PT,Maritimo,Tondela,1
2604,10/03,2,3,Portugal,PT,Maritimo,FC Porto,-1
2605,10/17,1,2,Portugal,PT,Maritimo,Portimonense,-1
2606,10/25,2,1,Portugal,PT,Maritimo,Moreirense,1
2607,09/20,1,1,Portugal,PT,Rio Ave,Tondela,0
2608,09/27,0,0,Portugal,PT,Rio Ave,Guimaraes,0
2609,10/04,1,1,Portugal,PT,Rio Ave,Famalicao,0
2610,10/18,0,3,Portugal,PT,Rio Ave,Benfica,-3
2611,10/25,0,1,Portugal,PT,Rio Ave,SC Farense,-1
2612,09/18,0,1,Portugal,PT,Belenenses,Guimaraes,-1
2613,09/28,1,2,Portugal,PT,Belenenses,Famalicao,-1
2614,10/04,0,0,Portugal,PT,Belenenses,Nacional,0
2615,10/18,0,0,Portugal,PT,Belenenses,Moreirense,0
2616,09/27,1,0,Portugal,PT,Gil Vicente,Portimonense,1
2617,10/03,0,0,Portugal,PT,Gil Vicente,Santa Clara,0
2618,10/17,1,1,Portugal,PT,Gil Vicente,Tondela,0
2619,10/24,1,0,Portugal,PT,Gil Vicente,FC Porto,1
2620,09/21,1,1,Portugal,PT,Pacos Ferreira,Portimonense,0
2621,09/27,0,2,Portugal,PT,Pacos Ferreira,Sporting CP,-2
2622,10/02,1,0,Portugal,PT,Pacos Ferreira,Guimaraes,1
2623,10/18,2,1,Portugal,PT,Pacos Ferreira,Santa Clara,1
2624,10/24,1,1,Portugal,PT,Pacos Ferreira,Nacional,0
2625,09/18,1,5,Portugal,PT,Famalicao,Benfica,-4
2626,09/28,1,2,Portugal,PT,Famalicao,Belenenses,-1
2627,10/04,1,1,Portugal,PT,Famalicao,Rio Ave,0
2628,10/18,3,3,Portugal,PT,Famalicao,SC Farense,0
2629,09/20,1,1,Portugal,PT,Tondela,Rio Ave,0
2630,09/26,2,1,Portugal,PT,Tondela,Maritimo,1
2631,10/03,0,4,Portugal,PT,Tondela,Sporting Braga,-4
2632,10/17,1,1,Portugal,PT,Tondela,Gil Vicente,0
2633,10/23,1,0,Portugal,PT,Tondela,Portimonense,1
2634,09/21,1,1,Portugal,PT,Portimonense,Pacos Ferreira,0
2635,09/27,1,0,Portugal,PT,Portimonense,Gil Vicente,1
2636,10/04,0,2,Portugal,PT,Portimonense,Sporting CP,-2
2637,10/17,1,2,Portugal,PT,Portimonense,Maritimo,-1
2638,10/23,1,0,Portugal,PT,Portimonense,Tondela,1
2639,09/19,3,3,Portugal,PT,Boavista,Nacional,0
2640,09/26,0,5,Portugal,PT,Boavista,FC Porto,-5
2641,10/02,1,1,Portugal,PT,Boavista,Moreirense,0
2642,10/19,0,1,Portugal,PT,Boavista,Guimaraes,-1
2643,09/20,2,0,Portugal,PT,SC Farense,Moreirense,2
2644,09/27,0,1,Portugal,PT,SC Farense,Nacional,-1
2645,10/04,3,2,Portugal,PT,SC Farense,Benfica,1
2646,10/18,3,3,Portugal,PT,SC Farense,Famalicao,0
2647,10/25,0,1,Portugal,PT,SC Farense,Rio Ave,-1
2648,09/13,3,1,Russia,RU,Spartak Moscow,CSKA Moscow,2
2649,09/20,0,2,Russia,RU,Spartak Moscow,Rubin Kazan,-2
2650,09/26,0,2,Russia,RU,Spartak Moscow,FC Tambov,-2
2651,10/03,1,1,Russia,RU,Spartak Moscow,Zenit,0
2652,10/17,2,3,Russia,RU,Spartak Moscow,Khimki,-1
2653,10/24,1,3,Russia,RU,Spartak Moscow,FC Krasnodar,-2
2654,09/14,3,1,Russia,RU,Zenit,Arsenal Tula,2
2655,09/19,1,1,Russia,RU,Zenit,Ural,0
2656,09/26,6,0,Russia,RU,Zenit,Ufa,6
2657,10/03,1,1,Russia,RU,Zenit,Spartak Moscow,0
2658,10/17,3,1,Russia,RU,Zenit,PFC Sochi,2
2659,10/24,1,2,Russia,RU,Zenit,Rubin Kazan,-1
2660,08/30,0,3,Russia,RU,CSKA Moscow,Akhmat Grozny,-3
2661,09/13,3,1,Russia,RU,CSKA Moscow,Spartak Moscow,2
2662,09/20,0,1,Russia,RU,CSKA Moscow,Ufa,-1
2663,09/27,0,1,Russia,RU,CSKA Moscow,Lokomotiv M.,-1
2664,10/03,0,2,Russia,RU,CSKA Moscow,Ural,-2
2665,10/18,3,1,Russia,RU,CSKA Moscow,Dinamo Moscow,2
2666,09/14,0,0,Russia,RU,Lokomotiv M.,Rostov,0
2667,09/20,1,0,Russia,RU,Lokomotiv M.,FC Tambov,1
2668,09/27,0,1,Russia,RU,Lokomotiv M.,CSKA Moscow,-1
2669,10/04,2,1,Russia,RU,Lokomotiv M.,Khimki,1
2670,10/17,1,0,Russia,RU,Lokomotiv M.,Ufa,1
2671,10/24,1,2,Russia,RU,Lokomotiv M.,Rotor Volgograd,-1
2672,09/13,0,1,Russia,RU,Dinamo Moscow,Rubin Kazan,-1
2673,09/21,1,0,Russia,RU,Dinamo Moscow,Akhmat Grozny,1
2674,09/28,1,0,Russia,RU,Dinamo Moscow,Khimki,1
2675,10/04,2,0,Russia,RU,Dinamo Moscow,FC Krasnodar,2
2676,10/18,3,1,Russia,RU,Dinamo Moscow,CSKA Moscow,2
2677,10/24,3,1,Russia,RU,Dinamo Moscow,PFC Sochi,2
2678,09/14,0,0,Russia,RU,Rostov,Lokomotiv M.,0
2679,09/19,3,0,Russia,RU,Rostov,Rotor Volgograd,3
2680,09/27,2,3,Russia,RU,Rostov,Arsenal Tula,-1
2681,10/04,4,2,Russia,RU,Rostov,PFC Sochi,2
2682,10/18,3,0,Russia,RU,Rostov,Akhmat Grozny,3
2683,10/25,0,2,Russia,RU,Rostov,Khimki,-2
2684,09/12,0,1,Russia,RU,PFC Sochi,Akhmat Grozny,-1
2685,09/20,3,2,Russia,RU,PFC Sochi,Arsenal Tula,1
2686,09/26,1,1,Russia,RU,PFC Sochi,FC Krasnodar,0
2687,10/04,4,2,Russia,RU,PFC Sochi,Rostov,2
2688,10/17,3,1,Russia,RU,PFC Sochi,Zenit,2
2689,10/24,3,1,Russia,RU,PFC Sochi,Dinamo Moscow,2
2690,09/13,0,3,Russia,RU,FC Krasnodar,Rotor Volgograd,-3
2691,09/18,7,2,Russia,RU,FC Krasnodar,Khimki,5
2692,09/26,1,1,Russia,RU,FC Krasnodar,PFC Sochi,0
2693,10/04,2,0,Russia,RU,FC Krasnodar,Dinamo Moscow,2
2694,10/17,3,1,Russia,RU,FC Krasnodar,Rubin Kazan,2
2695,10/24,1,3,Russia,RU,FC Krasnodar,Spartak Moscow,-2
2696,09/13,0,1,Russia,RU,Rubin Kazan,Dinamo Moscow,-1
2697,09/20,0,2,Russia,RU,Rubin Kazan,Spartak Moscow,-2
2698,09/27,1,3,Russia,RU,Rubin Kazan,Rotor Volgograd,-2
2699,10/04,1,1,Russia,RU,Rubin Kazan,Akhmat Grozny,0
2700,10/17,3,1,Russia,RU,Rubin Kazan,FC Krasnodar,2
2701,10/24,1,2,Russia,RU,Rubin Kazan,Zenit,-1
2702,08/30,0,3,Russia,RU,Akhmat Grozny,CSKA Moscow,-3
2703,09/12,0,1,Russia,RU,Akhmat Grozny,PFC Sochi,-1
2704,09/21,1,0,Russia,RU,Akhmat Grozny,Dinamo Moscow,1
2705,09/27,2,0,Russia,RU,Akhmat Grozny,Ural,2
2706,10/04,1,1,Russia,RU,Akhmat Grozny,Rubin Kazan,0
2707,10/18,3,0,Russia,RU,Akhmat Grozny,Rostov,3
2708,08/29,2,1,Russia,RU,Arsenal Tula,Spartak Moscow,1
2709,09/14,3,1,Russia,RU,Arsenal Tula,Zenit,2
2710,09/20,3,2,Russia,RU,Arsenal Tula,PFC Sochi,1
2711,09/27,2,3,Russia,RU,Arsenal Tula,Rostov,-1
2712,10/03,1,1,Russia,RU,Arsenal Tula,FC Tambov,0
2713,10/18,1,0,Russia,RU,Arsenal Tula,Ural,1
2714,09/12,2,0,Russia,RU,FC Tambov,Ufa,2
2715,09/20,1,0,Russia,RU,FC Tambov,Lokomotiv M.,1
2716,09/26,0,2,Russia,RU,FC Tambov,Spartak Moscow,-2
2717,10/03,1,1,Russia,RU,FC Tambov,Arsenal Tula,0
2718,10/18,0,2,Russia,RU,FC Tambov,Rotor Volgograd,-2
2719,10/25,0,0,Russia,RU,FC Tambov,Ural,0
2720,09/12,3,1,Russia,RU,Ural,Khimki,2
2721,09/19,1,1,Russia,RU,Ural,Zenit,0
2722,09/27,2,0,Russia,RU,Ural,Akhmat Grozny,2
2723,10/03,0,2,Russia,RU,Ural,CSKA Moscow,-2
2724,10/18,1,0,Russia,RU,Ural,Arsenal Tula,1
2725,10/25,0,0,Russia,RU,Ural,FC Tambov,0
2726,09/12,3,1,Russia,RU,Khimki,Ural,2
2727,09/18,7,2,Russia,RU,Khimki,FC Krasnodar,5
2728,09/28,1,0,Russia,RU,Khimki,Dinamo Moscow,1
2729,10/04,2,1,Russia,RU,Khimki,Lokomotiv M.,1
2730,10/17,2,3,Russia,RU,Khimki,Spartak Moscow,-1
2731,10/25,0,2,Russia,RU,Khimki,Rostov,-2
2732,09/13,0,3,Russia,RU,Rotor Volgograd,FC Krasnodar,-3
2733,09/19,3,0,Russia,RU,Rotor Volgograd,Rostov,3
2734,09/27,1,3,Russia,RU,Rotor Volgograd,Rubin Kazan,-2
2735,10/03,0,0,Russia,RU,Rotor Volgograd,Ufa,0
2736,10/18,0,2,Russia,RU,Rotor Volgograd,FC Tambov,-2
2737,10/24,1,2,Russia,RU,Rotor Volgograd,Lokomotiv M.,-1
2738,08/30,1,1,Russia,RU,Ufa,Dinamo Moscow,0
2739,09/12,2,0,Russia,RU,Ufa,FC Tambov,2
2740,09/20,0,1,Russia,RU,Ufa,CSKA Moscow,-1
2741,09/26,6,0,Russia,RU,Ufa,Zenit,6
2742,10/03,0,0,Russia,RU,Ufa,Rotor Volgograd,0
2743,10/17,1,0,Russia,RU,Ufa,Lokomotiv M.,1
2744,09/12,4,0,Scotland,SC,Rangers,Dundee Utd,4
2745,09/20,2,2,Scotland,SC,Rangers,Hibernian,0
2746,09/27,1,5,Scotland,SC,Rangers,Motherwell,-4
2747,10/04,2,0,Scotland,SC,Rangers,Ross County,2
2748,10/17,0,2,Scotland,SC,Rangers,Celtic,-2
2749,10/25,2,0,Scotland,SC,Rangers,Livingston,2
2750,09/16,1,2,Scotland,SC,Celtic,St. Mirren,-1
2751,09/19,3,2,Scotland,SC,Celtic,Livingston,1
2752,09/27,3,0,Scotland,SC,Celtic,Hibernian,3
2753,10/04,0,2,Scotland,SC,Celtic,St. Johnstone,-2
2754,10/17,0,2,Scotland,SC,Celtic,Rangers,-2
2755,10/25,3,3,Scotland,SC,Celtic,Aberdeen,0
2756,09/12,0,3,Scotland,SC,Hibernian,St. Mirren,-3
2757,09/20,2,2,Scotland,SC,Hibernian,Rangers,0
2758,09/27,3,0,Scotland,SC,Hibernian,Celtic,3
2759,10/02,3,2,Scotland,SC,Hibernian,Hamilton,1
2760,10/17,0,0,Scotland,SC,Hibernian,Ross County,0
2761,10/24,0,1,Scotland,SC,Hibernian,Kilmarnock,-1
2762,09/20,0,3,Scotland,SC,Aberdeen,Motherwell,-3
2763,09/27,0,3,Scotland,SC,Aberdeen,Ross County,-3
2764,10/02,2,1,Scotland,SC,Aberdeen,St. Mirren,1
2765,10/17,0,0,Scotland,SC,Aberdeen,Dundee Utd,0
2766,10/20,4,2,Scotland,SC,Aberdeen,Hamilton,2
2767,10/25,3,3,Scotland,SC,Aberdeen,Celtic,0
2768,08/29,4,0,Scotland,SC,Kilmarnock,Dundee Utd,4
2769,09/12,1,0,Scotland,SC,Kilmarnock,Aberdeen,1
2770,09/19,2,1,Scotland,SC,Kilmarnock,Hamilton,1
2771,09/26,0,1,Scotland,SC,Kilmarnock,St. Mirren,-1
2772,10/17,1,3,Scotland,SC,Kilmarnock,Livingston,-2
2773,10/24,0,1,Scotland,SC,Kilmarnock,Hibernian,-1
2774,09/12,4,0,Scotland,SC,Dundee Utd,Rangers,4
2775,09/19,2,1,Scotland,SC,Dundee Utd,St. Mirren,1
2776,09/26,1,1,Scotland,SC,Dundee Utd,Hamilton,0
2777,10/02,1,2,Scotland,SC,Dundee Utd,Livingston,-1
2778,10/17,0,0,Scotland,SC,Dundee Utd,Aberdeen,0
2779,10/24,0,0,Scotland,SC,Dundee Utd,St. Johnstone,0
2780,09/12,0,5,Scotland,SC,Ross County,Celtic,-5
2781,09/19,0,1,Scotland,SC,Ross County,St. Johnstone,-1
2782,09/27,0,3,Scotland,SC,Ross County,Aberdeen,-3
2783,10/04,2,0,Scotland,SC,Ross County,Rangers,2
2784,10/17,0,0,Scotland,SC,Ross County,Hibernian,0
2785,10/24,4,0,Scotland,SC,Ross County,Motherwell,4
2786,08/22,0,1,Scotland,SC,Motherwell,Hamilton,-1
2787,08/30,3,0,Scotland,SC,Motherwell,Celtic,3
2788,09/12,1,0,Scotland,SC,Motherwell,St. Johnstone,1
2789,09/20,0,3,Scotland,SC,Motherwell,Aberdeen,-3
2790,09/27,1,5,Scotland,SC,Motherwell,Rangers,-4
2791,10/24,4,0,Scotland,SC,Motherwell,Ross County,4
2792,09/12,1,2,Scotland,SC,Livingston,Hamilton,-1
2793,09/19,3,2,Scotland,SC,Livingston,Celtic,1
2794,09/26,2,0,Scotland,SC,Livingston,St. Johnstone,2
2795,10/02,1,2,Scotland,SC,Livingston,Dundee Utd,-1
2796,10/17,1,3,Scotland,SC,Livingston,Kilmarnock,-2
2797,10/25,2,0,Scotland,SC,Livingston,Rangers,2
2798,09/12,1,0,Scotland,SC,St. Johnstone,Motherwell,1
2799,09/19,0,1,Scotland,SC,St. Johnstone,Ross County,-1
2800,09/26,2,0,Scotland,SC,St. Johnstone,Livingston,2
2801,10/04,0,2,Scotland,SC,St. Johnstone,Celtic,-2
2802,10/17,3,5,Scotland,SC,St. Johnstone,Hamilton,-2
2803,10/24,0,0,Scotland,SC,St. Johnstone,Dundee Utd,0
2804,08/29,1,0,Scotland,SC,St. Mirren,St. Johnstone,1
2805,09/12,0,3,Scotland,SC,St. Mirren,Hibernian,-3
2806,09/16,1,2,Scotland,SC,St. Mirren,Celtic,-1
2807,09/19,2,1,Scotland,SC,St. Mirren,Dundee Utd,1
2808,09/26,0,1,Scotland,SC,St. Mirren,Kilmarnock,-1
2809,10/02,2,1,Scotland,SC,St. Mirren,Aberdeen,1
2810,09/12,1,2,Scotland,SC,Hamilton,Livingston,-1
2811,09/19,2,1,Scotland,SC,Hamilton,Kilmarnock,1
2812,09/26,1,1,Scotland,SC,Hamilton,Dundee Utd,0
2813,10/02,3,2,Scotland,SC,Hamilton,Hibernian,1
2814,10/17,3,5,Scotland,SC,Hamilton,St. Johnstone,-2
2815,10/20,4,2,Scotland,SC,Hamilton,Aberdeen,2
2816,09/10,3,2,Sweden,SE,Malmoe FF,Orebro,1
2817,09/13,0,0,Sweden,SE,Malmoe FF,AIK Stockholm,0
2818,09/20,1,1,Sweden,SE,Malmoe FF,Norrköping,0
2819,09/27,3,0,Sweden,SE,Malmoe FF,BK Hacken,3
2820,10/04,0,4,Sweden,SE,Malmoe FF,Kalmar FF,-4
2821,10/19,3,2,Sweden,SE,Malmoe FF,Djurgardens,1
2822,09/14,1,1,Sweden,SE,BK Hacken,Sirius,0
2823,09/21,1,1,Sweden,SE,BK Hacken,Elfsborg,0
2824,09/27,3,0,Sweden,SE,BK Hacken,Malmoe FF,3
2825,10/03,3,0,Sweden,SE,BK Hacken,Falkenberg,3
2826,10/19,0,0,Sweden,SE,BK Hacken,Helsingborg,0
2827,10/24,2,2,Sweden,SE,BK Hacken,Mjällby AIF,0
2828,09/10,2,2,Sweden,SE,Norrköping,Ostersunds,0
2829,09/14,0,2,Sweden,SE,Norrköping,Kalmar FF,-2
2830,09/20,1,1,Sweden,SE,Norrköping,Malmoe FF,0
2831,09/27,1,2,Sweden,SE,Norrköping,Djurgardens,-1
2832,10/04,1,2,Sweden,SE,Norrköping,Sirius,-1
2833,10/18,1,3,Sweden,SE,Norrköping,Varbergs,-2
2834,09/12,1,1,Sweden,SE,Djurgardens,Elfsborg,0
2835,09/20,1,1,Sweden,SE,Djurgardens,Ostersunds,0
2836,09/27,1,2,Sweden,SE,Djurgardens,Norrköping,-1
2837,10/04,1,1,Sweden,SE,Djurgardens,Hammarby,0
2838,10/19,3,2,Sweden,SE,Djurgardens,Malmoe FF,1
2839,10/24,4,0,Sweden,SE,Djurgardens,Sirius,4
2840,09/12,1,1,Sweden,SE,Elfsborg,Djurgardens,0
2841,09/17,2,2,Sweden,SE,Elfsborg,Mjällby AIF,0
2842,09/21,1,1,Sweden,SE,Elfsborg,BK Hacken,0
2843,09/27,0,0,Sweden,SE,Elfsborg,IFK Goteborg,0
2844,10/03,3,2,Sweden,SE,Elfsborg,Orebro,1
2845,10/18,3,1,Sweden,SE,Elfsborg,Kalmar FF,2
2846,09/13,2,2,Sweden,SE,Hammarby,Helsingborg,0
2847,09/20,3,0,Sweden,SE,Hammarby,AIK Stockholm,3
2848,09/27,1,3,Sweden,SE,Hammarby,Falkenberg,-2
2849,10/04,1,1,Sweden,SE,Hammarby,Djurgardens,0
2850,10/18,4,2,Sweden,SE,Hammarby,Mjällby AIF,2
2851,10/25,1,3,Sweden,SE,Hammarby,Ostersunds,-2
2852,09/14,1,1,Sweden,SE,Sirius,BK Hacken,0
2853,09/21,2,1,Sweden,SE,Sirius,Falkenberg,1
2854,09/26,2,1,Sweden,SE,Sirius,Orebro,1
2855,10/04,1,2,Sweden,SE,Sirius,Norrköping,-1
2856,10/18,2,3,Sweden,SE,Sirius,Ostersunds,-1
2857,10/24,4,0,Sweden,SE,Sirius,Djurgardens,4
2858,09/14,0,0,Sweden,SE,Ostersunds,Orebro,0
2859,09/20,1,1,Sweden,SE,Ostersunds,Djurgardens,0
2860,09/27,0,1,Sweden,SE,Ostersunds,Helsingborg,-1
2861,10/04,1,2,Sweden,SE,Ostersunds,AIK Stockholm,-1
2862,10/18,2,3,Sweden,SE,Ostersunds,Sirius,-1
2863,10/25,1,3,Sweden,SE,Ostersunds,Hammarby,-2
2864,09/14,0,0,Sweden,SE,Orebro,Ostersunds,0
2865,09/21,1,0,Sweden,SE,Orebro,Mjällby AIF,1
2866,09/26,2,1,Sweden,SE,Orebro,Sirius,1
2867,10/03,3,2,Sweden,SE,Orebro,Elfsborg,1
2868,10/17,2,1,Sweden,SE,Orebro,Falkenberg,1
2869,10/25,3,2,Sweden,SE,Orebro,Helsingborg,1
2870,09/17,2,2,Sweden,SE,Mjällby AIF,Elfsborg,0
2871,09/21,1,0,Sweden,SE,Mjällby AIF,Orebro,1
2872,09/28,1,0,Sweden,SE,Mjällby AIF,AIK Stockholm,1
2873,10/04,3,2,Sweden,SE,Mjällby AIF,Helsingborg,1
2874,10/18,4,2,Sweden,SE,Mjällby AIF,Hammarby,2
2875,10/24,2,2,Sweden,SE,Mjällby AIF,BK Hacken,0
2876,08/30,0,1,Sweden,SE,AIK Stockholm,BK Hacken,-1
2877,09/13,0,0,Sweden,SE,AIK Stockholm,Malmoe FF,0
2878,09/20,3,0,Sweden,SE,AIK Stockholm,Hammarby,3
2879,09/28,1,0,Sweden,SE,AIK Stockholm,Mjällby AIF,1
2880,10/04,1,2,Sweden,SE,AIK Stockholm,Ostersunds,-1
2881,10/18,2,0,Sweden,SE,AIK Stockholm,IFK Goteborg,2
2882,09/13,2,3,Sweden,SE,Varbergs,Mjällby AIF,-1
2883,09/17,2,0,Sweden,SE,Varbergs,Falkenberg,2
2884,09/21,1,3,Sweden,SE,Varbergs,Helsingborg,-2
2885,09/28,1,1,Sweden,SE,Varbergs,Kalmar FF,0
2886,10/04,1,0,Sweden,SE,Varbergs,IFK Goteborg,1
2887,10/18,1,3,Sweden,SE,Varbergs,Norrköping,-2
2888,09/10,0,4,Sweden,SE,IFK Goteborg,Hammarby,-4
2889,09/13,0,3,Sweden,SE,IFK Goteborg,Falkenberg,-3
2890,09/20,1,2,Sweden,SE,IFK Goteborg,Kalmar FF,-1
2891,09/27,0,0,Sweden,SE,IFK Goteborg,Elfsborg,0
2892,10/04,1,0,Sweden,SE,IFK Goteborg,Varbergs,1
2893,10/18,2,0,Sweden,SE,IFK Goteborg,AIK Stockholm,2
2894,09/13,2,2,Sweden,SE,Helsingborg,Hammarby,0
2895,09/21,1,3,Sweden,SE,Helsingborg,Varbergs,-2
2896,09/27,0,1,Sweden,SE,Helsingborg,Ostersunds,-1
2897,10/04,3,2,Sweden,SE,Helsingborg,Mjällby AIF,1
2898,10/19,0,0,Sweden,SE,Helsingborg,BK Hacken,0
2899,10/25,3,2,Sweden,SE,Helsingborg,Orebro,1
2900,09/17,2,0,Sweden,SE,Falkenberg,Varbergs,2
2901,09/21,2,1,Sweden,SE,Falkenberg,Sirius,1
2902,09/27,1,3,Sweden,SE,Falkenberg,Hammarby,-2
2903,10/03,3,0,Sweden,SE,Falkenberg,BK Hacken,3
2904,10/17,2,1,Sweden,SE,Falkenberg,Orebro,1
2905,10/25,0,0,Sweden,SE,Falkenberg,Kalmar FF,0
2906,09/14,0,2,Sweden,SE,Kalmar FF,Norrköping,-2
2907,09/20,1,2,Sweden,SE,Kalmar FF,IFK Goteborg,-1
2908,09/28,1,1,Sweden,SE,Kalmar FF,Varbergs,0
2909,10/04,0,4,Sweden,SE,Kalmar FF,Malmoe FF,-4
2910,10/18,3,1,Sweden,SE,Kalmar FF,Elfsborg,2
2911,10/25,0,0,Sweden,SE,Kalmar FF,Falkenberg,0
2912,09/12,0,2,Turkey,TR,Alanyaspor,Sivasspor,-2
2913,09/19,2,0,Turkey,TR,Alanyaspor,Kayserispor,2
2914,09/27,1,1,Turkey,TR,Alanyaspor,Rizespor,0
2915,10/04,6,0,Turkey,TR,Alanyaspor,Hatayspor,6
2916,10/19,1,2,Turkey,TR,Alanyaspor,Galatasaray,-1
2917,10/25,2,0,Turkey,TR,Alanyaspor,Fatih Karag.,2
2918,09/11,1,2,Turkey,TR,Fenerbahce,Rizespor,-1
2919,09/21,0,0,Turkey,TR,Fenerbahce,Hatayspor,0
2920,09/27,0,0,Turkey,TR,Fenerbahce,Galatasaray,0
2921,10/03,2,1,Turkey,TR,Fenerbahce,Fatih Karag.,1
2922,10/18,2,3,Turkey,TR,Fenerbahce,Goztepe,-1
2923,10/25,3,1,Turkey,TR,Fenerbahce,Trabzonspor,2
2924,09/12,3,1,Turkey,TR,Galatasaray,Gaziantep FK,2
2925,09/20,0,2,Turkey,TR,Galatasaray,Basaksehir,-2
2926,09/27,0,0,Turkey,TR,Galatasaray,Fenerbahce,0
2927,10/04,1,0,Turkey,TR,Galatasaray,Kasimpasa,1
2928,10/19,1,2,Turkey,TR,Galatasaray,Alanyaspor,-1
2929,10/24,1,2,Turkey,TR,Galatasaray,Erzurum BB,-1
2930,09/12,3,0,Turkey,TR,Fatih Karag.,Yeni Malatyaspo,3
2931,09/20,2,2,Turkey,TR,Fatih Karag.,Gaziantep FK,0
2932,09/25,2,0,Turkey,TR,Fatih Karag.,Basaksehir,2
2933,10/03,2,1,Turkey,TR,Fatih Karag.,Fenerbahce,1
2934,10/18,1,1,Turkey,TR,Fatih Karag.,Kasimpasa,0
2935,10/25,2,0,Turkey,TR,Fatih Karag.,Alanyaspor,2
2936,09/13,1,0,Turkey,TR,Kasimpasa,Kayserispor,1
2937,09/20,2,0,Turkey,TR,Kasimpasa,Rizespor,2
2938,09/26,1,0,Turkey,TR,Kasimpasa,Hatayspor,1
2939,10/04,1,0,Turkey,TR,Kasimpasa,Galatasaray,1
2940,10/18,1,1,Turkey,TR,Kasimpasa,Fatih Karag.,0
2941,10/23,0,0,Turkey,TR,Kasimpasa,Goztepe,0
2942,09/13,2,0,Turkey,TR,Antalyaspor,Genclerbirligi,2
2943,09/19,1,1,Turkey,TR,Antalyaspor,Besiktas,0
2944,09/28,1,0,Turkey,TR,Antalyaspor,Denizlispor,1
2945,10/03,1,0,Turkey,TR,Antalyaspor,Yeni Malatyaspo,1
2946,10/18,1,1,Turkey,TR,Antalyaspor,Gaziantep FK,0
2947,10/24,5,1,Turkey,TR,Antalyaspor,Basaksehir,4
2948,09/12,3,0,Turkey,TR,Yeni Malatyaspo,Fatih Karag.,3
