,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
2172,10/17,1,1,Italy - Serie A,IT,Crotone,Juventus,0
2173,10/25,4,2,Italy - Serie A,IT,Crotone,Cagliari,2
2174,09/26,0,2,Italy - Serie B,I2,Empoli,Frosinone,-2
2175,10/03,0,0,Italy - Serie B,I2,Empoli,Monza,0
2176,10/17,1,2,Italy - Serie B,I2,Empoli,Pescara,-1
2177,10/20,2,1,Italy - Serie B,I2,Empoli,SPAL,1
2178,10/23,3,1,Italy - Serie B,I2,Empoli,Pisa,2
2179,09/26,1,1,Italy - Serie B,I2,Salernitana,Reggina,0
2180,10/03,1,2,Italy - Serie B,I2,Salernitana,Chievo,-1
2181,10/17,4,1,Italy - Serie B,I2,Salernitana,Pisa,3
2182,10/20,1,1,Italy - Serie B,I2,Salernitana,Vicenza,0
2183,10/24,1,0,Italy - Serie B,I2,Salernitana,Ascoli,1
2184,09/27,0,2,Italy - Serie B,I2,Cittadella,Cremonese,-2
2185,10/04,3,0,Italy - Serie B,I2,Cittadella,Brescia,3
2186,10/17,1,1,Italy - Serie B,I2,Cittadella,Cosenza,0
2187,10/20,2,0,Italy - Serie B,I2,Cittadella,Pordenone,2
2188,09/26,0,2,Italy - Serie B,I2,Frosinone,Empoli,-2
2189,10/03,0,2,Italy - Serie B,I2,Frosinone,Venezia,-2
2190,10/17,1,0,Italy - Serie B,I2,Frosinone,Ascoli,1
2191,10/20,0,0,Italy - Serie B,I2,Frosinone,Virtus Entella,0
2192,10/24,0,2,Italy - Serie B,I2,Frosinone,Pescara,-2
2193,09/26,0,0,Italy - Serie B,I2,Chievo,Pescara,0
2194,10/03,1,2,Italy - Serie B,I2,Chievo,Salernitana,-1
2195,10/17,0,1,Italy - Serie B,I2,Chievo,Reggiana,-1
2196,10/20,1,0,Italy - Serie B,I2,Chievo,Brescia,1
2197,10/24,1,2,Italy - Serie B,I2,Chievo,Monza,-1
2198,09/26,1,0,Italy - Serie B,I2,Venezia,Vicenza,1
2199,10/03,0,2,Italy - Serie B,I2,Venezia,Frosinone,-2
2200,10/17,0,0,Italy - Serie B,I2,Venezia,Cremonese,0
2201,10/20,4,0,Italy - Serie B,I2,Venezia,Pescara,4
2202,09/26,1,1,Italy - Serie B,I2,Reggina,Salernitana,0
2203,10/03,3,1,Italy - Serie B,I2,Reggina,Pescara,2
2204,10/17,1,1,Italy - Serie B,I2,Reggina,Virtus Entella,0
2205,10/20,0,0,Italy - Serie B,I2,Reggina,Cosenza,0
2206,10/24,2,2,Italy - Serie B,I2,Reggina,Pordenone,0
2207,09/25,0,0,Italy - Serie B,I2,SPAL,Monza,0
2208,10/03,1,1,Italy - Serie B,I2,SPAL,Cosenza,0
2209,10/17,3,3,Italy - Serie B,I2,SPAL,Pordenone,0
2210,10/20,2,1,Italy - Serie B,I2,SPAL,Empoli,1
2211,10/24,3,2,Italy - Serie B,I2,SPAL,Vicenza,1
2212,09/26,0,0,Italy - Serie B,I2,Lecce,Pordenone,0
2213,10/03,0,2,Italy - Serie B,I2,Lecce,Ascoli,-2
2214,10/16,3,0,Italy - Serie B,I2,Lecce,Brescia,3
2215,10/21,2,2,Italy - Serie B,I2,Lecce,Cremonese,0
2216,10/25,1,1,Italy - Serie B,I2,Lecce,Cosenza,0
2217,09/26,0,0,Italy - Serie B,I2,Cosenza,Virtus Entella,0
2218,10/03,1,1,Italy - Serie B,I2,Cosenza,SPAL,0
2219,10/17,1,1,Italy - Serie B,I2,Cosenza,Cittadella,0
2220,10/20,0,0,Italy - Serie B,I2,Cosenza,Reggina,0
2221,10/25,1,1,Italy - Serie B,I2,Cosenza,Lecce,0
2222,09/27,2,2,Italy - Serie B,I2,Reggiana,Pisa,0
2223,10/03,0,2,Italy - Serie B,I2,Reggiana,Virtus Entella,-2
2224,10/17,0,1,Italy - Serie B,I2,Reggiana,Chievo,-1
2225,10/20,2,1,Italy - Serie B,I2,Reggiana,Ascoli,1
2226,09/26,1,1,Italy - Serie B,I2,Brescia,Ascoli,0
2227,10/04,3,0,Italy - Serie B,I2,Brescia,Cittadella,3
2228,10/16,3,0,Italy - Serie B,I2,Brescia,Lecce,3
2229,10/20,1,0,Italy - Serie B,I2,Brescia,Chievo,1
2230,09/26,0,0,Italy - Serie B,I2,Pordenone,Lecce,0
2231,10/03,1,1,Italy - Serie B,I2,Pordenone,Vicenza,0
2232,10/17,3,3,Italy - Serie B,I2,Pordenone,SPAL,0
2233,10/20,2,0,Italy - Serie B,I2,Pordenone,Cittadella,2
2234,10/24,2,2,Italy - Serie B,I2,Pordenone,Reggina,0
2235,09/26,1,1,Italy - Serie B,I2,Ascoli,Brescia,0
2236,10/03,0,2,Italy - Serie B,I2,Ascoli,Lecce,-2
2237,10/17,1,0,Italy - Serie B,I2,Ascoli,Frosinone,1
2238,10/20,2,1,Italy - Serie B,I2,Ascoli,Reggiana,1
2239,10/24,1,0,Italy - Serie B,I2,Ascoli,Salernitana,1
2240,09/25,0,0,Italy - Serie B,I2,Monza,SPAL,0
2241,10/03,0,0,Italy - Serie B,I2,Monza,Empoli,0
2242,10/20,1,1,Italy - Serie B,I2,Monza,Pisa,0
2243,10/24,1,2,Italy - Serie B,I2,Monza,Chievo,-1
2244,09/27,0,2,Italy - Serie B,I2,Cremonese,Cittadella,-2
2245,10/04,1,1,Italy - Serie B,I2,Cremonese,Pisa,0
2246,10/17,0,0,Italy - Serie B,I2,Cremonese,Venezia,0
2247,10/21,2,2,Italy - Serie B,I2,Cremonese,Lecce,0
2248,09/26,0,0,Italy - Serie B,I2,Virtus Entella,Cosenza,0
2249,10/03,0,2,Italy - Serie B,I2,Virtus Entella,Reggiana,-2
2250,10/17,1,1,Italy - Serie B,I2,Virtus Entella,Reggina,0
2251,10/20,0,0,Italy - Serie B,I2,Virtus Entella,Frosinone,0
2252,09/27,2,2,Italy - Serie B,I2,Pisa,Reggiana,0
2253,10/04,1,1,Italy - Serie B,I2,Pisa,Cremonese,0
2254,10/17,4,1,Italy - Serie B,I2,Pisa,Salernitana,3
2255,10/20,1,1,Italy - Serie B,I2,Pisa,Monza,0
2256,10/23,3,1,Italy - Serie B,I2,Pisa,Empoli,2
2257,09/26,1,0,Italy - Serie B,I2,Vicenza,Venezia,1
2258,10/03,1,1,Italy - Serie B,I2,Vicenza,Pordenone,0
2259,10/20,1,1,Italy - Serie B,I2,Vicenza,Salernitana,0
2260,10/24,3,2,Italy - Serie B,I2,Vicenza,SPAL,1
2261,09/26,0,0,Italy - Serie B,I2,Pescara,Chievo,0
2262,10/03,3,1,Italy - Serie B,I2,Pescara,Reggina,2
2263,10/17,1,2,Italy - Serie B,I2,Pescara,Empoli,-1
2264,10/20,4,0,Italy - Serie B,I2,Pescara,Venezia,4
2265,10/24,0,2,Italy - Serie B,I2,Pescara,Frosinone,-2
2266,09/23,3,2,Japan,JP,K. Frontale,Yokohama FC,1
2267,09/27,0,1,Japan,JP,K. Frontale,Shonan Bellmare,-1
2268,10/03,1,3,Japan,JP,K. Frontale,Cerezo Osaka,-2
2269,10/10,1,0,Japan,JP,K. Frontale,Vegalta Sendai,1
2270,10/14,0,2,Japan,JP,K. Frontale,S. Hiroshima,-2
2271,10/18,3,0,Japan,JP,K. Frontale,Nagoya G.,3
2272,09/27,2,3,Japan,JP,Cerezo Osaka,Vegalta Sendai,-1
2273,10/03,1,3,Japan,JP,Cerezo Osaka,K. Frontale,-2
2274,10/10,1,0,Japan,JP,Cerezo Osaka,Nagoya G.,1
2275,10/14,1,0,Japan,JP,Cerezo Osaka,Shonan Bellmare,1
2276,10/17,4,1,Japan,JP,Cerezo Osaka,Yokohama M.,3
2277,10/24,3,1,Japan,JP,Cerezo Osaka,Urawa RD,2
2278,10/03,2,0,Japan,JP,Gamba Osaka,Kashima Antlers,2
2279,10/07,1,2,Japan,JP,Gamba Osaka,Sagan Tosu,-1
2280,10/10,0,1,Japan,JP,Gamba Osaka,FC Tokyo,-1
2281,10/14,1,1,Japan,JP,Gamba Osaka,Yokohama M.,0
2282,10/18,0,1,Japan,JP,Gamba Osaka,Oita Trinita,-1
2283,10/24,2,1,Japan,JP,Gamba Osaka,Kashiwa Reysol,1
2284,09/30,0,1,Japan,JP,FC Tokyo,Urawa RD,-1
2285,10/04,0,1,Japan,JP,FC Tokyo,Shonan Bellmare,-1
2286,10/10,0,1,Japan,JP,FC Tokyo,Gamba Osaka,-1
2287,10/14,3,1,Japan,JP,FC Tokyo,Shimizu S-Pulse,2
2288,10/18,1,0,Japan,JP,FC Tokyo,Yokohama FC,1
2289,10/24,0,4,Japan,JP,FC Tokyo,Yokohama M.,-4
2290,10/04,0,1,Japan,JP,Nagoya G.,Urawa RD,-1
2291,10/10,1,0,Japan,JP,Nagoya G.,Cerezo Osaka,1
2292,10/14,3,0,Japan,JP,Nagoya G.,C. Sapporo,3
2293,10/18,3,0,Japan,JP,Nagoya G.,K. Frontale,3
2294,10/21,2,1,Japan,JP,Nagoya G.,Yokohama M.,1
2295,10/24,1,0,Japan,JP,Nagoya G.,Vegalta Sendai,1
2296,10/03,2,0,Japan,JP,Kashima Antlers,Gamba Osaka,2
2297,10/10,3,2,Japan,JP,Kashima Antlers,Yokohama FC,1
2298,10/14,0,2,Japan,JP,Kashima Antlers,Sagan Tosu,-2
2299,10/18,1,0,Japan,JP,Kashima Antlers,C. Sapporo,1
2300,10/21,1,3,Japan,JP,Kashima Antlers,Vissel Kobe,-2
2301,10/24,1,0,Japan,JP,Kashima Antlers,S. Hiroshima,1
2302,10/04,2,3,Japan,JP,Yokohama M.,Vissel Kobe,-1
2303,10/10,4,0,Japan,JP,Yokohama M.,Oita Trinita,4
2304,10/14,1,1,Japan,JP,Yokohama M.,Gamba Osaka,0
2305,10/17,4,1,Japan,JP,Yokohama M.,Cerezo Osaka,3
2306,10/21,2,1,Japan,JP,Yokohama M.,Nagoya G.,1
2307,10/24,0,4,Japan,JP,Yokohama M.,FC Tokyo,-4
2308,09/30,0,1,Japan,JP,Urawa RD,FC Tokyo,-1
2309,10/04,0,1,Japan,JP,Urawa RD,Nagoya G.,-1
2310,10/10,0,1,Japan,JP,Urawa RD,Sagan Tosu,-1
2311,10/14,1,1,Japan,JP,Urawa RD,Kashiwa Reysol,0
2312,10/18,6,0,Japan,JP,Urawa RD,Vegalta Sendai,6
2313,10/24,3,1,Japan,JP,Urawa RD,Cerezo Osaka,2
2314,09/27,1,3,Japan,JP,Kashiwa Reysol,Yokohama M.,-2
2315,10/03,0,3,Japan,JP,Kashiwa Reysol,Yokohama FC,-3
2316,10/10,4,3,Japan,JP,Kashiwa Reysol,Vissel Kobe,1
2317,10/14,1,1,Japan,JP,Kashiwa Reysol,Urawa RD,0
2318,10/18,3,2,Japan,JP,Kashiwa Reysol,Shonan Bellmare,1
2319,10/24,2,1,Japan,JP,Kashiwa Reysol,Gamba Osaka,1
2320,09/27,1,2,Japan,JP,S. Hiroshima,Gamba Osaka,-1
2321,10/03,3,0,Japan,JP,S. Hiroshima,Sagan Tosu,3
2322,10/10,2,3,Japan,JP,S. Hiroshima,Shimizu S-Pulse,-1
2323,10/14,0,2,Japan,JP,S. Hiroshima,K. Frontale,-2
2324,10/18,2,1,Japan,JP,S. Hiroshima,Vissel Kobe,1
2325,10/24,1,0,Japan,JP,S. Hiroshima,Kashima Antlers,1
2326,09/30,1,0,Japan,JP,Vissel Kobe,Nagoya G.,1
2327,10/04,2,3,Japan,JP,Vissel Kobe,Yokohama M.,-1
2328,10/10,4,3,Japan,JP,Vissel Kobe,Kashiwa Reysol,1
2329,10/14,1,1,Japan,JP,Vissel Kobe,Oita Trinita,0
2330,10/18,2,1,Japan,JP,Vissel Kobe,S. Hiroshima,1
2331,10/21,1,3,Japan,JP,Vissel Kobe,Kashima Antlers,-2
2332,09/23,0,2,Japan,JP,Oita Trinita,S. Hiroshima,-2
2333,09/27,0,2,Japan,JP,Oita Trinita,Kashima Antlers,-2
2334,10/03,2,1,Japan,JP,Oita Trinita,Shimizu S-Pulse,1
2335,10/10,4,0,Japan,JP,Oita Trinita,Yokohama M.,4
2336,10/14,1,1,Japan,JP,Oita Trinita,Vissel Kobe,0
2337,10/18,0,1,Japan,JP,Oita Trinita,Gamba Osaka,-1
2338,09/26,4,0,Japan,JP,C. Sapporo,Vissel Kobe,4
2339,10/03,3,3,Japan,JP,C. Sapporo,Vegalta Sendai,0
2340,10/10,2,1,Japan,JP,C. Sapporo,Shonan Bellmare,1
2341,10/14,3,0,Japan,JP,C. Sapporo,Nagoya G.,3
2342,10/18,1,0,Japan,JP,C. Sapporo,Kashima Antlers,1
2343,10/24,3,0,Japan,JP,C. Sapporo,Yokohama FC,3
2344,09/26,0,2,Japan,JP,Yokohama FC,Urawa RD,-2
2345,10/03,0,3,Japan,JP,Yokohama FC,Kashiwa Reysol,-3
2346,10/10,3,2,Japan,JP,Yokohama FC,Kashima Antlers,1
2347,10/14,0,0,Japan,JP,Yokohama FC,Vegalta Sendai,0
2348,10/18,1,0,Japan,JP,Yokohama FC,FC Tokyo,1
2349,10/24,3,0,Japan,JP,Yokohama FC,C. Sapporo,3
2350,10/07,1,2,Japan,JP,Sagan Tosu,Gamba Osaka,-1
2351,10/10,0,1,Japan,JP,Sagan Tosu,Urawa RD,-1
2352,10/14,0,2,Japan,JP,Sagan Tosu,Kashima Antlers,-2
2353,10/18,1,1,Japan,JP,Sagan Tosu,Shimizu S-Pulse,0
2354,10/21,0,0,Japan,JP,Sagan Tosu,Shonan Bellmare,0
2355,10/25,2,2,Japan,JP,Sagan Tosu,Shonan Bellmare,0
2356,10/04,0,1,Japan,JP,Shonan Bellmare,FC Tokyo,-1
2357,10/10,2,1,Japan,JP,Shonan Bellmare,C. Sapporo,1
2358,10/14,1,0,Japan,JP,Shonan Bellmare,Cerezo Osaka,1
2359,10/18,3,2,Japan,JP,Shonan Bellmare,Kashiwa Reysol,1
2360,10/21,0,0,Japan,JP,Shonan Bellmare,Sagan Tosu,0
2361,10/25,2,2,Japan,JP,Shonan Bellmare,Sagan Tosu,0
2362,09/23,1,2,Japan,JP,Shimizu S-Pulse,Urawa RD,-1
2363,09/26,3,1,Japan,JP,Shimizu S-Pulse,Nagoya G.,2
2364,10/03,2,1,Japan,JP,Shimizu S-Pulse,Oita Trinita,1
2365,10/10,2,3,Japan,JP,Shimizu S-Pulse,S. Hiroshima,-1
2366,10/14,3,1,Japan,JP,Shimizu S-Pulse,FC Tokyo,2
2367,10/18,1,1,Japan,JP,Shimizu S-Pulse,Sagan Tosu,0
2368,09/27,2,3,Japan,JP,Vegalta Sendai,Cerezo Osaka,-1
2369,10/03,3,3,Japan,JP,Vegalta Sendai,C. Sapporo,0
2370,10/10,1,0,Japan,JP,Vegalta Sendai,K. Frontale,1
2371,10/14,0,0,Japan,JP,Vegalta Sendai,Yokohama FC,0
2372,10/18,6,0,Japan,JP,Vegalta Sendai,Urawa RD,6
2373,10/24,1,0,Japan,JP,Vegalta Sendai,Nagoya G.,1
2374,08/30,0,3,Norway,NO,Bodo/Glimt,Sarpsborg 08,-3
2375,09/13,6,1,Norway,NO,Bodo/Glimt,Odd BK,5
2376,09/20,1,3,Norway,NO,Bodo/Glimt,Brann,-2
2377,09/27,2,0,Norway,NO,Bodo/Glimt,Valerenga,2
2378,10/04,2,1,Norway,NO,Bodo/Glimt,Sandefjord,1
2379,10/17,4,2,Norway,NO,Bodo/Glimt,Molde,2
2380,08/22,2,0,Norway,NO,Molde,Odd BK,2
2381,08/30,3,2,Norway,NO,Molde,Viking,1
2382,09/19,2,1,Norway,NO,Molde,Valerenga,1
2383,09/26,0,1,Norway,NO,Molde,Sandefjord,-1
2384,10/04,1,2,Norway,NO,Molde,Brann,-1
2385,10/17,4,2,Norway,NO,Molde,Bodo/Glimt,2
2386,08/30,2,2,Norway,NO,Rosenborg,Stabaek,0
2387,09/13,3,3,Norway,NO,Rosenborg,Stromsgodset,0
2388,09/20,2,1,Norway,NO,Rosenborg,Haugesund,1
2389,09/27,1,2,Norway,NO,Rosenborg,Aalesund FK,-1
2390,10/04,4,1,Norway,NO,Rosenborg,Odd BK,3
2391,10/18,0,0,Norway,NO,Rosenborg,Kristiansund,0
2392,08/29,2,1,Norway,NO,Valerenga,Haugesund,1
2393,09/13,5,1,Norway,NO,Valerenga,Brann,4
2394,09/19,2,1,Norway,NO,Valerenga,Molde,1
2395,09/27,2,0,Norway,NO,Valerenga,Bodo/Glimt,2
2396,10/03,4,1,Norway,NO,Valerenga,Mjondalen,3
2397,10/18,0,3,Norway,NO,Valerenga,Sandefjord,-3
2398,08/30,0,2,Norway,NO,Kristiansund,Sandefjord,-2
2399,09/12,3,5,Norway,NO,Kristiansund,Viking,-2
2400,09/20,1,2,Norway,NO,Kristiansund,Start,-1
2401,09/27,1,1,Norway,NO,Kristiansund,Brann,0
2402,10/04,1,2,Norway,NO,Kristiansund,Aalesund FK,-1
2403,10/18,0,0,Norway,NO,Kristiansund,Rosenborg,0
2404,08/22,2,0,Norway,NO,Odd BK,Molde,2
2405,08/30,6,1,Norway,NO,Odd BK,Mjondalen,5
2406,09/13,6,1,Norway,NO,Odd BK,Bodo/Glimt,5
2407,09/20,2,0,Norway,NO,Odd BK,Stabaek,2
2408,09/27,4,4,Norway,NO,Odd BK,Haugesund,0
2409,10/04,4,1,Norway,NO,Odd BK,Rosenborg,3
2410,08/22,0,2,Norway,NO,Viking,Stromsgodset,-2
2411,08/30,3,2,Norway,NO,Viking,Molde,1
2412,09/12,3,5,Norway,NO,Viking,Kristiansund,-2
2413,09/20,5,2,Norway,NO,Viking,Aalesund FK,3
2414,09/27,1,2,Norway,NO,Viking,Mjondalen,-1
2415,10/04,2,2,Norway,NO,Viking,Stromsgodset,0
2416,09/12,2,1,Norway,NO,Stabaek,Haugesund,1
2417,09/20,2,0,Norway,NO,Stabaek,Odd BK,2
2418,09/27,2,0,Norway,NO,Stabaek,Start,2
2419,10/03,4,0,Norway,NO,Stabaek,Sarpsborg 08,4
2420,10/18,4,0,Norway,NO,Stabaek,Aalesund FK,4
2421,10/24,1,1,Norway,NO,Stabaek,Brann,0
2422,08/30,0,3,Norway,NO,Sarpsborg 08,Bodo/Glimt,-3
2423,09/13,0,1,Norway,NO,Sarpsborg 08,Aalesund FK,-1
2424,09/19,2,0,Norway,NO,Sarpsborg 08,Mjondalen,2
2425,09/26,0,0,Norway,NO,Sarpsborg 08,Stromsgodset,0
2426,10/03,4,0,Norway,NO,Sarpsborg 08,Stabaek,4
2427,10/18,2,0,Norway,NO,Sarpsborg 08,Haugesund,2
2428,09/13,0,2,Norway,NO,Sandefjord,Mjondalen,-2
2429,09/20,0,0,Norway,NO,Sandefjord,Stromsgodset,0
2430,09/26,0,1,Norway,NO,Sandefjord,Molde,-1
2431,10/04,2,1,Norway,NO,Sandefjord,Bodo/Glimt,1
2432,10/18,0,3,Norway,NO,Sandefjord,Valerenga,-3
2433,10/24,0,1,Norway,NO,Sandefjord,Start,-1
2434,08/29,2,1,Norway,NO,Haugesund,Valerenga,1
2435,09/12,2,1,Norway,NO,Haugesund,Stabaek,1
2436,09/20,2,1,Norway,NO,Haugesund,Rosenborg,1
2437,09/27,4,4,Norway,NO,Haugesund,Odd BK,0
2438,10/04,5,1,Norway,NO,Haugesund,Start,4
2439,10/18,2,0,Norway,NO,Haugesund,Sarpsborg 08,2
2440,08/29,1,1,Norway,NO,Stromsgodset,Brann,0
2441,09/13,3,3,Norway,NO,Stromsgodset,Rosenborg,0
2442,09/20,0,0,Norway,NO,Stromsgodset,Sandefjord,0
2443,09/26,0,0,Norway,NO,Stromsgodset,Sarpsborg 08,0
2444,10/04,2,2,Norway,NO,Stromsgodset,Viking,0
2445,10/18,1,1,Norway,NO,Stromsgodset,Start,0
2446,09/13,5,1,Norway,NO,Brann,Valerenga,4
2447,09/20,1,3,Norway,NO,Brann,Bodo/Glimt,-2
2448,09/27,1,1,Norway,NO,Brann,Kristiansund,0
2449,10/04,1,2,Norway,NO,Brann,Molde,-1
2450,10/17,2,0,Norway,NO,Brann,Mjondalen,2
2451,10/24,1,1,Norway,NO,Brann,Stabaek,0
2452,08/30,1,0,Norway,NO,Start,Aalesund FK,1
2453,09/20,1,2,Norway,NO,Start,Kristiansund,-1
2454,09/27,2,0,Norway,NO,Start,Stabaek,2
2455,10/04,5,1,Norway,NO,Start,Haugesund,4
2456,10/18,1,1,Norway,NO,Start,Stromsgodset,0
2457,10/24,0,1,Norway,NO,Start,Sandefjord,-1
2458,08/30,6,1,Norway,NO,Mjondalen,Odd BK,5
2459,09/13,0,2,Norway,NO,Mjondalen,Sandefjord,-2
2460,09/19,2,0,Norway,NO,Mjondalen,Sarpsborg 08,2
2461,09/27,1,2,Norway,NO,Mjondalen,Viking,-1
2462,10/03,4,1,Norway,NO,Mjondalen,Valerenga,3
2463,10/17,2,0,Norway,NO,Mjondalen,Brann,2
2464,08/30,1,0,Norway,NO,Aalesund FK,Start,1
2465,09/13,0,1,Norway,NO,Aalesund FK,Sarpsborg 08,-1
2466,09/20,5,2,Norway,NO,Aalesund FK,Viking,3
2467,09/27,1,2,Norway,NO,Aalesund FK,Rosenborg,-1
2468,10/04,1,2,Norway,NO,Aalesund FK,Kristiansund,-1
2469,10/18,4,0,Norway,NO,Aalesund FK,Stabaek,4
2470,09/14,2,1,Poland,PL,Rakow C.,Zaglebie Lubin,1
2471,09/18,1,4,Poland,PL,Rakow C.,Podbeskidzie,-3
2472,09/26,2,2,Poland,PL,Rakow C.,Cracovia Krakow,0
2473,10/02,3,0,Poland,PL,Rakow C.,Wisla Plock,3
2474,10/17,1,3,Poland,PL,Rakow C.,Gornik Zabrze,-2
2475,10/25,2,1,Poland,PL,Rakow C.,Stal Mielec,1
2476,09/14,2,1,Poland,PL,Zaglebie Lubin,Rakow C.,1
2477,09/20,1,1,Poland,PL,Zaglebie Lubin,Cracovia Krakow,0
2478,09/26,0,1,Poland,PL,Zaglebie Lubin,Jagiellonia,-1
2479,10/03,2,0,Poland,PL,Zaglebie Lubin,Gornik Zabrze,2
2480,10/18,2,1,Poland,PL,Zaglebie Lubin,Legia Warsaw,1
2481,10/23,1,1,Poland,PL,Zaglebie Lubin,Lechia Gdansk,0
2482,08/28,0,2,Poland,PL,Gornik Zabrze,Stal Mielec,-2
2483,09/13,3,0,Poland,PL,Gornik Zabrze,Lechia Gdansk,3
2484,09/19,1,3,Poland,PL,Gornik Zabrze,Legia Warsaw,-2
2485,09/25,0,0,Poland,PL,Gornik Zabrze,Wisla Krakow,0
2486,10/03,2,0,Poland,PL,Gornik Zabrze,Zaglebie Lubin,2
2487,10/17,1,3,Poland,PL,Gornik Zabrze,Rakow C.,-2
2488,09/12,3,3,Poland,PL,Slask Wroclaw,Lech Poznan,0
2489,09/19,1,0,Poland,PL,Slask Wroclaw,Pogon Szczecin,1
2490,10/02,3,1,Poland,PL,Slask Wroclaw,Cracovia Krakow,2
2491,10/18,1,0,Poland,PL,Slask Wroclaw,Wisla Plock,1
2492,10/21,2,1,Poland,PL,Slask Wroclaw,Legia Warsaw,1
2493,10/24,1,0,Poland,PL,Slask Wroclaw,Jagiellonia,1
2494,08/29,1,2,Poland,PL,Legia Warsaw,Jagiellonia,-1
2495,09/11,0,1,Poland,PL,Legia Warsaw,Wisla Plock,-1
2496,09/19,1,3,Poland,PL,Legia Warsaw,Gornik Zabrze,-2
2497,10/18,2,1,Poland,PL,Legia Warsaw,Zaglebie Lubin,1
2498,10/21,2,1,Poland,PL,Legia Warsaw,Slask Wroclaw,1
2499,10/24,0,0,Poland,PL,Legia Warsaw,Pogon Szczecin,0
2500,08/22,2,1,Poland,PL,Pogon Szczecin,Cracovia Krakow,1
2501,08/30,0,1,Poland,PL,Pogon Szczecin,Piast Gliwice,-1
2502,09/13,2,2,Poland,PL,Pogon Szczecin,Wisla Krakow,0
2503,09/19,1,0,Poland,PL,Pogon Szczecin,Slask Wroclaw,1
2504,10/19,0,1,Poland,PL,Pogon Szczecin,Lechia Gdansk,-1
2505,10/24,0,0,Poland,PL,Pogon Szczecin,Legia Warsaw,0
2506,08/29,1,2,Poland,PL,Jagiellonia,Legia Warsaw,-1
2507,09/11,2,2,Poland,PL,Jagiellonia,Podbeskidzie,0
2508,09/21,0,1,Poland,PL,Jagiellonia,Piast Gliwice,-1
2509,09/26,0,1,Poland,PL,Jagiellonia,Zaglebie Lubin,-1
2510,10/17,2,1,Poland,PL,Jagiellonia,Lech Poznan,1
2511,10/24,1,0,Poland,PL,Jagiellonia,Slask Wroclaw,1
2512,08/29,1,3,Poland,PL,Lechia Gdansk,Rakow C.,-2
2513,09/13,3,0,Poland,PL,Lechia Gdansk,Gornik Zabrze,3
2514,09/19,4,2,Poland,PL,Lechia Gdansk,Stal Mielec,2
2515,09/26,4,0,Poland,PL,Lechia Gdansk,Podbeskidzie,4
2516,10/19,0,1,Poland,PL,Lechia Gdansk,Pogon Szczecin,-1
2517,10/23,1,1,Poland,PL,Lechia Gdansk,Zaglebie Lubin,0
2518,08/29,1,3,Poland,PL,Wisla Krakow,Slask Wroclaw,-2
2519,09/13,2,2,Poland,PL,Wisla Krakow,Pogon Szczecin,0
2520,09/18,0,3,Poland,PL,Wisla Krakow,Wisla Plock,-3
2521,09/25,0,0,Poland,PL,Wisla Krakow,Gornik Zabrze,0
2522,10/18,0,6,Poland,PL,Wisla Krakow,Stal Mielec,-6
2523,10/24,3,0,Poland,PL,Wisla Krakow,Podbeskidzie,3
2524,09/11,0,1,Poland,PL,Wisla Plock,Legia Warsaw,-1
2525,09/18,0,3,Poland,PL,Wisla Plock,Wisla Krakow,-3
2526,09/25,1,3,Poland,PL,Wisla Plock,Warta Poznan,-2
2527,10/02,3,0,Poland,PL,Wisla Plock,Rakow C.,3
2528,10/18,1,0,Poland,PL,Wisla Plock,Slask Wroclaw,1
2529,10/23,2,2,Poland,PL,Wisla Plock,Piast Gliwice,0
2530,08/21,2,1,Poland,PL,Lech Poznan,Zaglebie Lubin,1
2531,08/30,2,2,Poland,PL,Lech Poznan,Wisla Plock,0
2532,09/12,3,3,Poland,PL,Lech Poznan,Slask Wroclaw,0
2533,09/20,1,0,Poland,PL,Lech Poznan,Warta Poznan,1
2534,10/04,1,4,Poland,PL,Lech Poznan,Piast Gliwice,-3
2535,10/17,2,1,Poland,PL,Lech Poznan,Jagiellonia,1
2536,08/23,0,1,Poland,PL,Warta Poznan,Lechia Gdansk,-1
2537,08/28,1,0,Poland,PL,Warta Poznan,Zaglebie Lubin,1
2538,09/12,0,0,Poland,PL,Warta Poznan,Piast Gliwice,0
2539,09/20,1,0,Poland,PL,Warta Poznan,Lech Poznan,1
2540,09/25,1,3,Poland,PL,Warta Poznan,Wisla Plock,-2
2541,10/19,1,2,Poland,PL,Warta Poznan,Podbeskidzie,-1
2542,08/30,2,2,Poland,PL,Cracovia Krakow,Podbeskidzie,0
2543,09/12,1,1,Poland,PL,Cracovia Krakow,Stal Mielec,0
2544,09/20,1,1,Poland,PL,Cracovia Krakow,Zaglebie Lubin,0
2545,09/26,2,2,Poland,PL,Cracovia Krakow,Rakow C.,0
2546,10/02,3,1,Poland,PL,Cracovia Krakow,Slask Wroclaw,2
2547,10/17,1,0,Poland,PL,Cracovia Krakow,Piast Gliwice,1
2548,09/12,1,1,Poland,PL,Stal Mielec,Cracovia Krakow,0
2549,09/19,4,2,Poland,PL,Stal Mielec,Lechia Gdansk,2
2550,09/28,3,2,Poland,PL,Stal Mielec,Piast Gliwice,1
2551,10/03,1,0,Poland,PL,Stal Mielec,Podbeskidzie,1
2552,10/18,0,6,Poland,PL,Stal Mielec,Wisla Krakow,-6
2553,10/25,2,1,Poland,PL,Stal Mielec,Rakow C.,1
