,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
2505,09/19,2,1,Scotland,SC,St. Mirren,Dundee Utd,1
2506,09/26,0,1,Scotland,SC,St. Mirren,Kilmarnock,-1
2507,10/02,2,1,Scotland,SC,St. Mirren,Aberdeen,1
2508,08/29,0,2,Scotland,SC,Hamilton,Rangers,-2
2509,09/12,1,2,Scotland,SC,Hamilton,Livingston,-1
2510,09/19,2,1,Scotland,SC,Hamilton,Kilmarnock,1
2511,09/26,1,1,Scotland,SC,Hamilton,Dundee Utd,0
2512,10/02,3,2,Scotland,SC,Hamilton,Hibernian,1
2513,10/17,3,5,Scotland,SC,Hamilton,St. Johnstone,-2
2514,08/30,1,1,Sweden,SE,Malmoe FF,Elfsborg,0
2515,09/10,3,2,Sweden,SE,Malmoe FF,Orebro,1
2516,09/13,0,0,Sweden,SE,Malmoe FF,AIK Stockholm,0
2517,09/20,1,1,Sweden,SE,Malmoe FF,Norrköping,0
2518,09/27,3,0,Sweden,SE,Malmoe FF,BK Hacken,3
2519,10/04,0,4,Sweden,SE,Malmoe FF,Kalmar FF,-4
2520,08/24,0,1,Sweden,SE,BK Hacken,Norrköping,-1
2521,08/30,0,1,Sweden,SE,BK Hacken,AIK Stockholm,-1
2522,09/14,1,1,Sweden,SE,BK Hacken,Sirius,0
2523,09/21,1,1,Sweden,SE,BK Hacken,Elfsborg,0
2524,09/27,3,0,Sweden,SE,BK Hacken,Malmoe FF,3
2525,10/03,3,0,Sweden,SE,BK Hacken,Falkenberg,3
2526,08/30,4,3,Sweden,SE,Norrköping,Orebro,1
2527,09/10,2,2,Sweden,SE,Norrköping,Ostersunds,0
2528,09/14,0,2,Sweden,SE,Norrköping,Kalmar FF,-2
2529,09/20,1,1,Sweden,SE,Norrköping,Malmoe FF,0
2530,09/27,1,2,Sweden,SE,Norrköping,Djurgardens,-1
2531,10/04,1,2,Sweden,SE,Norrköping,Sirius,-1
2532,08/30,1,1,Sweden,SE,Elfsborg,Malmoe FF,0
2533,09/12,1,1,Sweden,SE,Elfsborg,Djurgardens,0
2534,09/17,2,2,Sweden,SE,Elfsborg,Mjällby AIF,0
2535,09/21,1,1,Sweden,SE,Elfsborg,BK Hacken,0
2536,09/27,0,0,Sweden,SE,Elfsborg,IFK Goteborg,0
2537,10/03,3,2,Sweden,SE,Elfsborg,Orebro,1
2538,08/22,3,1,Sweden,SE,Sirius,Hammarby,2
2539,08/29,2,0,Sweden,SE,Sirius,Varbergs,2
2540,09/14,1,1,Sweden,SE,Sirius,BK Hacken,0
2541,09/21,2,1,Sweden,SE,Sirius,Falkenberg,1
2542,09/26,2,1,Sweden,SE,Sirius,Orebro,1
2543,10/04,1,2,Sweden,SE,Sirius,Norrköping,-1
2544,08/22,2,2,Sweden,SE,Djurgardens,IFK Goteborg,0
2545,08/30,3,1,Sweden,SE,Djurgardens,Helsingborg,2
2546,09/12,1,1,Sweden,SE,Djurgardens,Elfsborg,0
2547,09/20,1,1,Sweden,SE,Djurgardens,Ostersunds,0
2548,09/27,1,2,Sweden,SE,Djurgardens,Norrköping,-1
2549,10/04,1,1,Sweden,SE,Djurgardens,Hammarby,0
2550,08/30,3,3,Sweden,SE,Hammarby,Kalmar FF,0
2551,09/10,0,4,Sweden,SE,Hammarby,IFK Goteborg,-4
2552,09/13,2,2,Sweden,SE,Hammarby,Helsingborg,0
2553,09/20,3,0,Sweden,SE,Hammarby,AIK Stockholm,3
2554,09/27,1,3,Sweden,SE,Hammarby,Falkenberg,-2
2555,10/04,1,1,Sweden,SE,Hammarby,Djurgardens,0
2556,08/30,1,1,Sweden,SE,Mjällby AIF,IFK Goteborg,0
2557,09/13,2,3,Sweden,SE,Mjällby AIF,Varbergs,-1
2558,09/17,2,2,Sweden,SE,Mjällby AIF,Elfsborg,0
2559,09/21,1,0,Sweden,SE,Mjällby AIF,Orebro,1
2560,09/28,1,0,Sweden,SE,Mjällby AIF,AIK Stockholm,1
2561,10/04,3,2,Sweden,SE,Mjällby AIF,Helsingborg,1
2562,08/29,2,1,Sweden,SE,Ostersunds,Falkenberg,1
2563,09/10,2,2,Sweden,SE,Ostersunds,Norrköping,0
2564,09/14,0,0,Sweden,SE,Ostersunds,Orebro,0
2565,09/20,1,1,Sweden,SE,Ostersunds,Djurgardens,0
2566,09/27,0,1,Sweden,SE,Ostersunds,Helsingborg,-1
2567,10/04,1,2,Sweden,SE,Ostersunds,AIK Stockholm,-1
2568,09/10,3,2,Sweden,SE,Orebro,Malmoe FF,1
2569,09/14,0,0,Sweden,SE,Orebro,Ostersunds,0
2570,09/21,1,0,Sweden,SE,Orebro,Mjällby AIF,1
2571,09/26,2,1,Sweden,SE,Orebro,Sirius,1
2572,10/03,3,2,Sweden,SE,Orebro,Elfsborg,1
2573,10/17,2,1,Sweden,SE,Orebro,Falkenberg,1
2574,08/29,2,0,Sweden,SE,Varbergs,Sirius,2
2575,09/13,2,3,Sweden,SE,Varbergs,Mjällby AIF,-1
2576,09/17,2,0,Sweden,SE,Varbergs,Falkenberg,2
2577,09/21,1,3,Sweden,SE,Varbergs,Helsingborg,-2
2578,09/28,1,1,Sweden,SE,Varbergs,Kalmar FF,0
2579,10/04,1,0,Sweden,SE,Varbergs,IFK Goteborg,1
2580,08/23,2,0,Sweden,SE,AIK Stockholm,Helsingborg,2
2581,08/30,0,1,Sweden,SE,AIK Stockholm,BK Hacken,-1
2582,09/13,0,0,Sweden,SE,AIK Stockholm,Malmoe FF,0
2583,09/20,3,0,Sweden,SE,AIK Stockholm,Hammarby,3
2584,09/28,1,0,Sweden,SE,AIK Stockholm,Mjällby AIF,1
2585,10/04,1,2,Sweden,SE,AIK Stockholm,Ostersunds,-1
2586,08/30,1,1,Sweden,SE,IFK Goteborg,Mjällby AIF,0
2587,09/10,0,4,Sweden,SE,IFK Goteborg,Hammarby,-4
2588,09/13,0,3,Sweden,SE,IFK Goteborg,Falkenberg,-3
2589,09/20,1,2,Sweden,SE,IFK Goteborg,Kalmar FF,-1
2590,09/27,0,0,Sweden,SE,IFK Goteborg,Elfsborg,0
2591,10/04,1,0,Sweden,SE,IFK Goteborg,Varbergs,1
2592,08/30,3,1,Sweden,SE,Helsingborg,Djurgardens,2
2593,09/09,1,1,Sweden,SE,Helsingborg,Kalmar FF,0
2594,09/13,2,2,Sweden,SE,Helsingborg,Hammarby,0
2595,09/21,1,3,Sweden,SE,Helsingborg,Varbergs,-2
2596,09/27,0,1,Sweden,SE,Helsingborg,Ostersunds,-1
2597,10/04,3,2,Sweden,SE,Helsingborg,Mjällby AIF,1
2598,09/13,0,3,Sweden,SE,Falkenberg,IFK Goteborg,-3
2599,09/17,2,0,Sweden,SE,Falkenberg,Varbergs,2
2600,09/21,2,1,Sweden,SE,Falkenberg,Sirius,1
2601,09/27,1,3,Sweden,SE,Falkenberg,Hammarby,-2
2602,10/03,3,0,Sweden,SE,Falkenberg,BK Hacken,3
2603,10/17,2,1,Sweden,SE,Falkenberg,Orebro,1
2604,08/30,3,3,Sweden,SE,Kalmar FF,Hammarby,0
2605,09/09,1,1,Sweden,SE,Kalmar FF,Helsingborg,0
2606,09/14,0,2,Sweden,SE,Kalmar FF,Norrköping,-2
2607,09/20,1,2,Sweden,SE,Kalmar FF,IFK Goteborg,-1
2608,09/28,1,1,Sweden,SE,Kalmar FF,Varbergs,0
2609,10/04,0,4,Sweden,SE,Kalmar FF,Malmoe FF,-4
2610,09/12,0,2,Turkey,TR,Alanyaspor,Sivasspor,-2
2611,09/19,2,0,Turkey,TR,Alanyaspor,Kayserispor,2
2612,09/27,1,1,Turkey,TR,Alanyaspor,Rizespor,0
2613,10/04,6,0,Turkey,TR,Alanyaspor,Hatayspor,6
2614,09/11,1,2,Turkey,TR,Fenerbahce,Rizespor,-1
2615,09/21,0,0,Turkey,TR,Fenerbahce,Hatayspor,0
2616,09/27,0,0,Turkey,TR,Fenerbahce,Galatasaray,0
2617,10/03,2,1,Turkey,TR,Fenerbahce,Fatih Karag.,1
2618,09/12,3,0,Turkey,TR,Fatih Karag.,Yeni Malatyaspo,3
2619,09/20,2,2,Turkey,TR,Fatih Karag.,Gaziantep FK,0
2620,09/25,2,0,Turkey,TR,Fatih Karag.,Basaksehir,2
2621,10/03,2,1,Turkey,TR,Fatih Karag.,Fenerbahce,1
2622,09/12,3,1,Turkey,TR,Galatasaray,Gaziantep FK,2
2623,09/20,0,2,Turkey,TR,Galatasaray,Basaksehir,-2
2624,09/27,0,0,Turkey,TR,Galatasaray,Fenerbahce,0
2625,10/04,1,0,Turkey,TR,Galatasaray,Kasimpasa,1
2626,09/13,1,2,Turkey,TR,Erzurum BB,Ankaragucu,-1
2627,09/20,1,2,Turkey,TR,Erzurum BB,Sivasspor,-1
2628,09/26,1,3,Turkey,TR,Erzurum BB,Kayserispor,-2
2629,10/03,0,0,Turkey,TR,Erzurum BB,Rizespor,0
2630,09/13,2,0,Turkey,TR,Antalyaspor,Genclerbirligi,2
2631,09/19,1,1,Turkey,TR,Antalyaspor,Besiktas,0
2632,09/28,1,0,Turkey,TR,Antalyaspor,Denizlispor,1
2633,10/03,1,0,Turkey,TR,Antalyaspor,Yeni Malatyaspo,1
2634,09/12,0,2,Turkey,TR,Sivasspor,Alanyaspor,-2
2635,09/20,1,2,Turkey,TR,Sivasspor,Erzurum BB,-1
2636,09/27,0,0,Turkey,TR,Sivasspor,Ankaragucu,0
2637,10/17,1,3,Turkey,TR,Sivasspor,Kayserispor,-2
2638,09/14,2,0,Turkey,TR,Hatayspor,Basaksehir,2
2639,09/21,0,0,Turkey,TR,Hatayspor,Fenerbahce,0
2640,09/26,1,0,Turkey,TR,Hatayspor,Kasimpasa,1
2641,10/04,6,0,Turkey,TR,Hatayspor,Alanyaspor,6
2642,09/12,5,1,Turkey,TR,Goztepe,Denizlispor,4
2643,09/18,1,1,Turkey,TR,Goztepe,Yeni Malatyaspo,0
2644,09/26,2,2,Turkey,TR,Goztepe,Gaziantep FK,0
2645,10/03,0,0,Turkey,TR,Goztepe,Basaksehir,0
2646,09/19,0,0,Turkey,TR,Konyaspor,Genclerbirligi,0
2647,09/27,4,1,Turkey,TR,Konyaspor,Besiktas,3
2648,10/04,0,0,Turkey,TR,Konyaspor,Denizlispor,0
2649,10/17,1,1,Turkey,TR,Konyaspor,Yeni Malatyaspo,0
2650,09/13,1,0,Turkey,TR,Kasimpasa,Kayserispor,1
2651,09/20,2,0,Turkey,TR,Kasimpasa,Rizespor,2
2652,09/26,1,0,Turkey,TR,Kasimpasa,Hatayspor,1
2653,10/04,1,0,Turkey,TR,Kasimpasa,Galatasaray,1
2654,09/13,1,0,Turkey,TR,Kayserispor,Kasimpasa,1
2655,09/19,2,0,Turkey,TR,Kayserispor,Alanyaspor,2
2656,09/26,1,3,Turkey,TR,Kayserispor,Erzurum BB,-2
2657,10/02,0,1,Turkey,TR,Kayserispor,Ankaragucu,-1
2658,10/17,1,3,Turkey,TR,Kayserispor,Sivasspor,-2
2659,09/11,1,2,Turkey,TR,Rizespor,Fenerbahce,-1
2660,09/20,2,0,Turkey,TR,Rizespor,Kasimpasa,2
2661,09/27,1,1,Turkey,TR,Rizespor,Alanyaspor,0
2662,10/03,0,0,Turkey,TR,Rizespor,Erzurum BB,0
2663,10/17,5,3,Turkey,TR,Rizespor,Ankaragucu,2
2664,09/13,1,3,Turkey,TR,Trabzonspor,Besiktas,-2
2665,09/19,0,0,Turkey,TR,Trabzonspor,Denizlispor,0
2666,09/26,3,1,Turkey,TR,Trabzonspor,Yeni Malatyaspo,2
2667,10/02,1,1,Turkey,TR,Trabzonspor,Gaziantep FK,0
2668,10/17,0,2,Turkey,TR,Trabzonspor,Basaksehir,-2
2669,09/12,3,0,Turkey,TR,Yeni Malatyaspo,Fatih Karag.,3
2670,09/18,1,1,Turkey,TR,Yeni Malatyaspo,Goztepe,0
2671,09/26,3,1,Turkey,TR,Yeni Malatyaspo,Trabzonspor,2
2672,10/03,1,0,Turkey,TR,Yeni Malatyaspo,Antalyaspor,1
2673,10/17,1,1,Turkey,TR,Yeni Malatyaspo,Konyaspor,0
2674,09/13,2,0,Turkey,TR,Genclerbirligi,Antalyaspor,2
2675,09/19,0,0,Turkey,TR,Genclerbirligi,Konyaspor,0
2676,10/04,0,1,Turkey,TR,Genclerbirligi,Besiktas,-1
2677,09/13,1,3,Turkey,TR,Besiktas,Trabzonspor,-2
2678,09/19,1,1,Turkey,TR,Besiktas,Antalyaspor,0
2679,09/27,4,1,Turkey,TR,Besiktas,Konyaspor,3
2680,10/04,0,1,Turkey,TR,Besiktas,Genclerbirligi,-1
2681,09/14,2,0,Turkey,TR,Basaksehir,Hatayspor,2
2682,09/20,0,2,Turkey,TR,Basaksehir,Galatasaray,-2
2683,09/25,2,0,Turkey,TR,Basaksehir,Fatih Karag.,2
2684,10/03,0,0,Turkey,TR,Basaksehir,Goztepe,0
2685,10/17,0,2,Turkey,TR,Basaksehir,Trabzonspor,-2
2686,09/12,3,1,Turkey,TR,Gaziantep FK,Galatasaray,2
2687,09/20,2,2,Turkey,TR,Gaziantep FK,Fatih Karag.,0
2688,09/26,2,2,Turkey,TR,Gaziantep FK,Goztepe,0
2689,10/02,1,1,Turkey,TR,Gaziantep FK,Trabzonspor,0
2690,09/12,5,1,Turkey,TR,Denizlispor,Goztepe,4
2691,09/19,0,0,Turkey,TR,Denizlispor,Trabzonspor,0
2692,09/28,1,0,Turkey,TR,Denizlispor,Antalyaspor,1
2693,10/04,0,0,Turkey,TR,Denizlispor,Konyaspor,0
2694,09/13,1,2,Turkey,TR,Ankaragucu,Erzurum BB,-1
2695,09/27,0,0,Turkey,TR,Ankaragucu,Sivasspor,0
2696,10/02,0,1,Turkey,TR,Ankaragucu,Kayserispor,-1
2697,10/17,5,3,Turkey,TR,Ankaragucu,Rizespor,2
